Time,actual_gap1,actual_gap2,des_gap1,des_gap2,TargetVelocity
17.77999,68.07043,63.72292,67.15697,62.94147,33.33333
17.79999,68.09839,63.76492,67.18538,62.98355,33.33333
17.81999,68.12622,63.80679,67.21366,63.02549,33.33333
17.83999,68.1539,63.84854,67.24183,63.06729,33.33333
17.85999,68.18146,63.89015,67.26987,63.10896,33.33333
17.87999,68.20889,63.93163,67.2978,63.1505,33.33333
17.89999,68.23624,63.97296,67.32561,63.19189,33.33333
17.91999,68.26346,64.01416,67.35331,63.23316,33.33333
17.93999,68.29056,64.05522,67.38088,63.2743,33.33333
17.95999,68.31754,64.09615,67.40835,63.3153,33.33333
17.97999,68.34439,64.13693,67.43569,63.35616,33.33333
17.99999,68.37112,64.17758,67.46292,63.3969,33.33333
18.01999,68.39774,64.21811,67.49003,63.4375,33.33333
18.03999,68.42422,64.2585,67.51703,63.47797,33.33333
18.05999,68.45059,64.29877,67.54391,63.5183,33.33333
18.07999,68.47687,64.33887,67.57068,63.55849,33.33333
18.09999,68.50302,64.37885,67.59733,63.59856,33.33333
18.11999,68.52905,64.4187,67.62387,63.6385,33.33333
18.13999,68.55496,64.45844,67.65029,63.67831,33.33333
18.15999,68.58075,64.49802,67.67661,63.71798,33.33333
18.17999,68.60641,64.53748,67.7028,63.75751,33.33333
18.19999,68.63199,64.57678,67.7289,63.79693,33.33333
18.21999,68.65744,64.61597,67.75487,63.8362,33.33333
18.23999,68.68277,64.65501,67.78073,63.87535,33.33333
18.25999,68.70798,64.69394,67.80649,63.91437,33.33333
18.27999,68.73309,64.73273,67.83213,63.95325,33.33333
18.29999,68.75806,64.77139,67.85766,63.99201,33.33333
18.31999,68.78293,64.80992,67.88308,64.03064,33.33333
18.33999,68.80771,64.84831,67.90839,64.06913,33.33333
18.35999,68.83237,64.88657,67.93359,64.1075,33.33333
18.37999,68.8569,64.92471,67.95868,64.14573,33.33333
18.39999,68.88132,64.96272,67.98367,64.18384,33.33333
18.41999,68.90564,65.0006,68.00854,64.22182,33.33333
18.43999,68.92984,65.03833,68.0333,64.25967,33.33333
18.45999,68.95395,65.07593,68.05795,64.29739,33.33333
18.47999,68.97794,65.1134,68.0825,64.33498,33.33333
18.49999,69.00183,65.15074,68.10694,64.37244,33.33333
18.51999,69.0256,65.18796,68.13128,64.40978,33.33333
18.53999,69.04926,65.22504,68.1555,64.44699,33.33333
18.55999,69.07281,65.26199,68.17963,64.48407,33.33333
18.57999,69.09625,65.29883,68.20364,64.52102,33.33333
18.59999,69.11957,65.33554,68.22755,64.55785,33.33333
18.61999,69.14279,65.37212,68.25135,64.59454,33.33333
18.63999,69.16592,65.40855,68.27505,64.63112,33.33333
18.65999,69.18893,65.44487,68.29865,64.66756,33.33333
18.67999,69.21182,65.48106,68.32214,64.70388,33.33333
18.69999,69.23462,65.51711,68.34552,64.74007,33.33333
18.71999,69.25732,65.55302,68.3688,64.77615,33.33333
18.73999,69.27991,65.58884,68.39198,64.81209,33.33333
18.75999,69.3024,65.6245,68.41505,64.8479,33.33333
18.77999,69.32477,65.66005,68.43803,64.88359,33.33333
18.79999,69.34705,65.69547,68.46089,64.91916,33.33333
18.81999,69.3692,65.73077,68.48367,64.95461,33.33333
18.83999,69.39127,65.76593,68.50633,64.98992,33.33333
18.85999,69.41324,65.80095,68.5289,65.02512,33.33333
18.87999,69.43509,65.83586,68.55136,65.06019,33.33333
18.89999,69.45685,65.87064,68.57373,65.09513,33.33333
18.91999,69.47852,65.90529,68.59599,65.12996,33.33333
18.93999,69.50006,65.93983,68.61816,65.16466,33.33333
18.95999,69.52151,65.97424,68.64022,65.19923,33.33333
18.97999,69.54285,66.00853,68.66219,65.23369,33.33333
18.99999,69.56409,66.04268,68.68405,65.26802,33.33333
19.01999,69.58524,66.07671,68.70582,65.30223,33.33333
19.03999,69.60626,66.11063,68.72749,65.33632,33.33333
19.05999,69.6272,66.14442,68.74906,65.37029,33.33333
19.07999,69.64801,66.1781,68.77053,65.40413,33.33333
19.09999,69.66873,66.21165,68.79191,65.43785,33.33333
19.11999,69.68936,66.24509,68.81319,65.47145,33.33333
19.13999,69.7099,66.2784,68.83437,65.50494,33.33333
19.15999,69.73035,66.31155,68.85546,65.53829,33.33333
19.17999,69.7507,66.34459,68.87646,65.57153,33.33333
19.19999,69.77097,66.3775,68.89735,65.60465,33.33333
19.21999,69.79111,66.41031,68.91815,65.63766,33.33333
19.23999,69.81116,66.44299,68.93886,65.67054,33.33333
19.25999,69.83109,66.47556,68.95947,65.7033,33.33333
19.27999,69.85095,66.508,68.97999,65.73594,33.33333
19.29999,69.8707,66.54031,69.00041,65.76846,33.33333
19.31999,69.89035,66.57251,69.02074,65.80087,33.33333
19.33999,69.90991,66.60458,69.04098,65.83316,33.33333
19.35999,69.92938,66.63654,69.06113,65.86533,33.33333
19.37999,69.94876,66.66837,69.08118,65.89738,33.33333
19.39999,69.96805,66.70007,69.10114,65.92931,33.33333
19.41999,69.98724,66.73166,69.121,65.96113,33.33333
19.43999,70.00635,66.76315,69.14078,65.99283,33.33333
19.45999,70.02536,66.79449,69.16046,66.02441,33.33333
19.47999,70.04425,66.82574,69.18005,66.05589,33.33333
19.49999,70.06308,66.85687,69.19955,66.08723,33.33333
19.51999,70.08179,66.88788,69.21897,66.11847,33.33333
19.53999,70.1004,66.91876,69.23829,66.14959,33.33333
19.55999,70.11896,66.94952,69.25752,66.1806,33.33333
19.57999,70.13742,66.98016,69.27667,66.21149,33.33333
19.59999,70.15576,67.01071,69.29572,66.24226,33.33333
19.61999,70.17404,67.04114,69.31469,66.27292,33.33333
19.63999,70.19223,67.07144,69.33357,66.30346,33.33333
19.65999,70.21033,67.10162,69.35236,66.33389,33.33333
19.67999,70.22833,67.13168,69.37106,66.36421,33.33333
19.69999,70.24622,67.16165,69.38968,66.39442,33.33333
19.71999,70.26401,67.1915,69.40821,66.42451,33.33333
19.73999,70.28174,67.22122,69.42665,66.45448,33.33333
19.75999,70.29938,67.25082,69.44501,66.48434,33.33333
19.77999,70.31693,67.28033,69.46327,66.5141,33.33333
19.79999,70.33438,67.30972,69.48146,66.54374,33.33333
19.81999,70.35175,67.33899,69.49956,66.57327,33.33333
19.83999,70.36905,67.36813,69.51757,66.60268,33.33333
19.85999,70.38626,67.39716,69.5355,66.63199,33.33333
19.87999,70.40338,67.42609,69.55334,66.66118,33.33333
19.89999,70.42041,67.4549,69.57111,66.69026,33.33333
19.91999,70.43735,67.48361,69.58878,66.71924,33.33333
19.93999,70.45419,67.51221,69.60638,66.7481,33.33333
19.95999,70.47098,67.54068,69.62389,66.77685,33.33333
19.97999,70.48767,67.56903,69.64131,66.80549,33.33333
19.99999,70.50427,67.59729,69.65865,66.83402,33.33333
20.01999,70.52081,67.62543,69.67592,66.86245,33.33333
20.03999,70.53726,67.65344,69.6931,66.89076,33.33333
20.05999,70.55359,67.68137,69.7102,66.91897,33.33333
20.07999,70.56985,67.70917,69.72721,66.94707,33.33333
20.09999,70.58603,67.73688,69.74415,66.97505,33.33333
20.11999,70.60214,67.76447,69.76101,67.00294,33.33333
20.13999,70.61816,67.79193,69.77779,67.03071,33.33333
20.15999,70.63409,67.81927,69.79448,67.05838,33.33333
20.17999,70.64993,67.84653,69.8111,67.08594,33.33333
20.19999,70.66571,67.87366,69.82764,67.11339,33.33333
20.21999,70.68143,67.90067,69.84409,67.14073,33.33333
20.23999,70.69702,67.92758,69.86047,67.16798,33.33333
20.25999,70.71255,67.95441,69.87677,67.19511,33.33333
20.27999,70.72803,67.98111,69.893,67.22214,33.33333
20.29999,70.74341,68.00772,69.90914,67.24906,33.33333
20.31999,70.7587,68.03421,69.92521,67.27588,33.33333
20.33999,70.77393,68.06058,69.9412,67.30259,33.33333
20.35999,70.78906,68.08685,69.95711,67.32919,33.33333
20.37999,70.80411,68.11304,69.97295,67.3557,33.33333
20.39999,70.81909,68.1391,69.9887,67.3821,33.33333
20.41999,70.83398,68.16507,70.00439,67.40839,33.33333
20.43999,70.84882,68.19092,70.02,67.43459,33.33333
20.45999,70.86356,68.21667,70.03553,67.46067,33.33333
20.47999,70.87823,68.24231,70.05099,67.48666,33.33333
20.49999,70.89282,68.26785,70.06637,67.51254,33.33333
20.51999,70.90735,68.29327,70.08168,67.53832,33.33333
20.53999,70.92178,68.3186,70.09692,67.564,33.33333
20.55999,70.93616,68.34381,70.11208,67.58958,33.33333
20.57999,70.95044,68.36893,70.12716,67.61505,33.33333
20.59999,70.96466,68.39395,70.14217,67.64043,33.33333
20.61999,70.97879,68.41885,70.15711,67.6657,33.33333
20.63999,70.99286,68.44366,70.17198,67.69087,33.33333
20.65999,71.00684,68.46838,70.18678,67.71594,33.33333
20.67999,71.02075,68.49301,70.2015,67.74091,33.33333
20.69999,71.03461,68.51752,70.21615,67.76579,33.33333
20.71999,71.04837,68.5419,70.23073,67.79056,33.33333
20.73999,71.06207,68.56619,70.24524,67.81523,33.33333
20.75999,71.07568,68.59039,70.25967,67.83981,33.33333
20.77999,71.08923,68.61447,70.27404,67.86428,33.33333
20.79999,71.10272,68.63846,70.28834,67.88866,33.33333
20.81999,71.11612,68.66235,70.30257,67.91293,33.33333
20.83999,71.12946,68.68613,70.31672,67.93711,33.33333
20.85999,71.14273,68.70984,70.3308,67.9612,33.33333
20.87999,71.15591,68.73346,70.34482,67.98518,33.33333
20.89999,71.16904,68.75696,70.35876,68.00906,33.33333
20.91999,71.18207,68.78036,70.37264,68.03286,33.33333
20.93999,71.19507,68.80365,70.38645,68.05655,33.33333
20.95999,71.20798,68.82687,70.40019,68.08015,33.33333
20.97999,71.22083,68.84998,70.41386,68.10365,33.33333
20.99999,71.23358,68.87299,70.42747,68.12706,33.33333
21.01999,71.24628,68.8959,70.44102,68.15037,33.33333
21.03999,71.25894,68.9187,70.45449,68.17358,33.33333
21.05999,71.27151,68.94141,70.4679,68.19671,33.33333
21.07999,71.28403,68.96402,70.48123,68.21973,33.33333
21.09999,71.29645,68.98654,70.49451,68.24266,33.33333
21.11999,71.30881,69.00897,70.50771,68.2655,33.33333
21.13999,71.32111,69.03128,70.52086,68.28825,33.33333
21.15999,71.33334,69.0535,70.53394,68.3109,33.33333
21.17999,71.34549,69.07565,70.54694,68.33345,33.33333
21.19999,71.3576,69.09769,70.55989,68.35592,33.33333
21.21999,71.36966,69.11963,70.57277,68.37829,33.33333
21.23999,71.38165,69.14148,70.58559,68.40057,33.33333
21.25999,71.39355,69.16324,70.59834,68.42275,33.33333
21.27999,71.4054,69.18491,70.61103,68.44485,33.33333
21.29999,71.41718,69.20648,70.62366,68.46685,33.33333
21.31999,71.42889,69.22797,70.63622,68.48876,33.33333
21.33999,71.44055,69.24936,70.64872,68.51058,33.33333
21.35999,71.45215,69.27063,70.66116,68.53231,33.33333
21.37999,71.46368,69.29181,70.67353,68.55395,33.33333
21.39999,71.47516,69.3129,70.68584,68.5755,33.33333
21.41999,71.48657,69.33389,70.6981,68.59695,33.33333
21.43999,71.49789,69.3548,70.71029,68.61832,33.33333
21.45999,71.50916,69.37561,70.72242,68.6396,33.33333
21.47999,71.52036,69.39633,70.73449,68.6608,33.33333
21.49999,71.53149,69.41696,70.7465,68.6819,33.33333
21.51999,71.54257,69.43753,70.75845,68.70291,33.33333
21.53999,71.55359,69.45801,70.77033,68.72384,33.33333
21.55999,71.56454,69.47839,70.78216,68.74467,33.33333
21.57999,71.57544,69.49869,70.79392,68.76542,33.33333
21.59999,71.5863,69.51886,70.80563,68.78609,33.33333
21.61999,71.59708,69.53897,70.81728,68.80666,33.33333
21.63999,71.60779,69.55899,70.82887,68.82715,33.33333
21.65999,71.61844,69.57892,70.84039,68.84755,33.33333
21.67999,71.62903,69.59875,70.85187,68.86787,33.33333
21.69999,71.63959,69.6185,70.86328,68.8881,33.33333
21.71999,71.65005,69.63815,70.87463,68.90824,33.33333
21.73999,71.66046,69.65775,70.88593,68.9283,33.33333
21.75999,71.67084,69.67722,70.89717,68.94827,33.33333
21.77999,71.68115,69.69662,70.90836,68.96815,33.33333
21.79999,71.69138,69.71594,70.91948,68.98796,33.33333
21.81999,71.70157,69.73517,70.93055,69.00768,33.33333
21.83999,71.7117,69.7543,70.94156,69.02731,33.33333
21.85999,71.72177,69.77338,70.95251,69.04686,33.33333
21.87999,71.73178,69.79233,70.96342,69.06633,33.33333
21.89999,71.74173,69.81122,70.97426,69.08571,33.33333
21.91999,71.75165,69.83002,70.98505,69.10501,33.33333
21.93999,71.76147,69.84872,70.99578,69.12423,33.33333
21.95999,71.77127,69.86734,71.00646,69.14336,33.33333
21.97999,71.78101,69.88589,71.01709,69.16241,33.33333
21.99999,71.79068,69.90436,71.02766,69.18138,33.33333
22.01999,71.80029,69.92276,71.03817,69.20027,33.33333
22.03999,71.80988,69.94104,71.04863,69.21908,33.33333
22.05999,71.81937,69.95926,71.05904,69.2378,33.33333
22.07999,71.82883,69.97739,71.06939,69.25645,33.33333
22.09999,71.83823,69.99542,71.07969,69.27501,33.33333
22.11999,71.84756,70.0134,71.08994,69.2935,33.33333
22.13999,71.85687,70.03128,71.10013,69.3119,33.33333
22.15999,71.86612,70.04907,71.11027,69.33022,33.33333
22.17999,71.87531,70.0668,71.12036,69.34846,33.33333
22.19999,71.88443,70.08444,71.1304,69.36663,33.33333
22.21999,71.89352,70.10199,71.14039,69.38471,33.33333
22.23999,71.90256,70.11945,71.15032,69.40272,33.33333
22.25999,71.91153,70.13684,71.1602,69.42065,33.33333
22.27999,71.92044,70.15414,71.17004,69.4385,33.33333
22.29999,71.92932,70.17139,71.17982,69.45627,33.33333
22.31999,71.93814,70.18854,71.18954,69.47396,33.33333
22.33999,71.94693,70.2056,71.19923,69.49158,33.33333
22.35999,71.95563,70.2226,71.20885,69.50912,33.33333
22.37999,71.96429,70.23953,71.21844,69.52658,33.33333
22.39999,71.9729,70.25638,71.22797,69.54397,33.33333
22.41999,71.98148,70.27313,71.23745,69.56128,33.33333
22.43999,71.98999,70.28983,71.24688,69.57851,33.33333
22.45999,71.99847,70.30643,71.25626,69.59566,33.33333
22.47999,72.0069,70.32294,71.26559,69.61275,33.33333
22.49999,72.01529,70.33939,71.27488,69.62975,33.33333
22.51999,72.02362,70.35574,71.28412,69.64668,33.33333
22.53999,72.03189,70.37204,71.2933,69.66354,33.33333
22.55999,72.04013,70.38824,71.30244,69.68032,33.33333
22.57999,72.04831,70.40439,71.31154,69.69703,33.33333
22.59999,72.05646,70.42044,71.32059,69.71366,33.33333
22.61999,72.06454,70.43643,71.32958,69.73022,33.33333
22.63999,72.07257,70.45233,71.33853,69.7467,33.33333
22.65999,72.08057,70.46817,71.34743,69.76311,33.33333
22.67999,72.0885,70.48395,71.35629,69.77946,33.33333
22.69999,72.09637,70.49963,71.3651,69.79572,33.33333
22.71999,72.10422,70.51526,71.37387,69.81191,33.33333
22.73999,72.112,70.53082,71.38259,69.82803,33.33333
22.75999,72.11975,70.5463,71.39127,69.84409,33.33333
22.77999,72.12747,70.56168,71.39989,69.86006,33.33333
22.79999,72.13513,70.577,71.40848,69.87597,33.33333
22.81999,72.14273,70.59225,71.41702,69.8918,33.33333
22.83999,72.1503,70.60745,71.42551,69.90756,33.33333
22.85999,72.15784,70.62256,71.43395,69.92326,33.33333
22.87999,72.16534,70.6376,71.44235,69.93888,33.33333
22.89999,72.17276,70.65256,71.45071,69.95443,33.33333
22.91999,72.18015,70.66745,71.45902,69.96991,33.33333
22.93999,72.18747,70.68225,71.46729,69.98532,33.33333
22.95999,72.19476,70.69699,71.47552,70.00066,33.33333
22.97999,72.20203,70.71167,71.4837,70.01594,33.33333
22.99999,72.20923,70.72626,71.49184,70.03114,33.33333
23.01999,72.2164,70.74078,71.49993,70.04628,33.33333
23.03999,72.22354,70.75525,71.50798,70.06135,33.33333
23.05999,72.23062,70.76962,71.51599,70.07635,33.33333
23.07999,72.23767,70.78397,71.52396,70.09128,33.33333
23.09999,72.24466,70.79822,71.53188,70.10614,33.33333
23.11999,72.25162,70.81241,71.53976,70.12093,33.33333
23.13999,72.25848,70.82654,71.54761,70.13567,33.33333
23.15999,72.26535,70.84058,71.5554,70.15032,33.33333
23.17999,72.27219,70.85455,71.56316,70.16492,33.33333
23.19999,72.27896,70.86847,71.57088,70.17945,33.33333
23.21999,72.28571,70.88232,71.57855,70.19391,33.33333
23.23999,72.29239,70.89609,71.58619,70.20831,33.33333
23.25999,72.29904,70.90982,71.59378,70.22263,33.33333
23.27999,72.30569,70.92346,71.60133,70.23689,33.33333
23.29999,72.31226,70.93704,71.60885,70.25109,33.33333
23.31999,72.31882,70.95056,71.61632,70.26522,33.33333
23.33999,72.32529,70.96402,71.62375,70.27929,33.33333
23.35999,72.33176,70.97739,71.63114,70.29329,33.33333
23.37999,72.33817,70.99069,71.6385,70.30723,33.33333
23.39999,72.34454,71.00394,71.64581,70.32111,33.33333
23.41999,72.35086,71.01712,71.65308,70.33492,33.33333
23.43999,72.35715,71.03024,71.66031,70.34866,33.33333
23.45999,72.36337,71.0433,71.6675,70.36234,33.33333
23.47999,72.3696,71.05627,71.67466,70.37596,33.33333
23.49999,72.37579,71.06921,71.68178,70.38952,33.33333
23.51999,72.38193,71.08206,71.68886,70.40302,33.33333
23.53999,72.38806,71.09485,71.6959,70.41645,33.33333
23.55999,72.3941,71.1076,71.7029,70.42982,33.33333
23.57999,72.40015,71.12027,71.70987,70.44312,33.33333
23.59999,72.40613,71.13287,71.7168,70.45637,33.33333
23.61999,72.41211,71.14542,71.72369,70.46955,33.33333
23.63999,72.418,71.1579,71.73054,70.48267,33.33333
23.65999,72.42389,71.17032,71.73736,70.49574,33.33333
23.67999,72.42972,71.18268,71.74414,70.50874,33.33333
23.69999,72.43555,71.19498,71.75089,70.52168,33.33333
23.71999,72.44131,71.20718,71.75759,70.53455,33.33333
23.73999,72.44705,71.21936,71.76426,70.54737,33.33333
23.75999,72.45273,71.23148,71.7709,70.56013,33.33333
23.77999,72.4584,71.24353,71.7775,70.57283,33.33333
23.79999,72.46402,71.25552,71.78406,70.58547,33.33333
23.81999,72.46964,71.26746,71.79059,70.59805,33.33333
23.83999,72.47519,71.2793,71.79708,70.61057,33.33333
23.85999,72.48074,71.29108,71.80354,70.62304,33.33333
23.87999,72.48621,71.30283,71.80996,70.63544,33.33333
23.89999,72.49167,71.31451,71.81635,70.64779,33.33333
23.91999,72.49707,71.32614,71.8227,70.66008,33.33333
23.93999,72.50241,71.33771,71.82902,70.67231,33.33333
23.95999,72.50775,71.34921,71.8353,70.68448,33.33333
23.97999,72.51303,71.36066,71.84155,70.69659,33.33333
23.99999,72.51831,71.37204,71.84776,70.70865,33.33333
24.01999,72.52353,71.38336,71.85394,70.72065,33.33333
24.03999,72.52875,71.39462,71.86009,70.7326,33.33333
24.05999,72.53391,71.40585,71.8662,70.74448,33.33333
24.07999,72.53906,71.41702,71.87228,70.75632,33.33333
24.09999,72.54416,71.42813,71.87833,70.76809,33.33333
24.11999,72.54926,71.43918,71.88434,70.77981,33.33333
24.13999,72.55429,71.45016,71.89032,70.79147,33.33333
24.15999,72.55927,71.46109,71.89627,70.80308,33.33333
24.17999,72.56424,71.47198,71.90218,70.81463,33.33333
24.19999,72.56915,71.48282,71.90807,70.82613,33.33333
24.21999,72.57407,71.49359,71.91392,70.83757,33.33333
24.23999,72.57892,71.5043,71.91974,70.84896,33.33333
24.25999,72.5838,71.51495,71.92552,70.8603,33.33333
24.27999,72.58862,71.52554,71.93127,70.87157,33.33333
24.29999,72.59338,71.53607,71.937,70.8828,33.33333
24.31999,72.59814,71.54657,71.94269,70.89397,33.33333
24.33999,72.60284,71.55701,71.94835,70.90508,33.33333
24.35999,72.60754,71.56738,71.95398,70.91615,33.33333
24.37999,72.61218,71.57773,71.95958,70.92715,33.33333
24.39999,72.61679,71.58798,71.96515,70.93811,33.33333
24.41999,72.6214,71.59821,71.97069,70.94902,33.33333
24.43999,72.62595,71.60837,71.9762,70.95988,33.33333
24.45999,72.63049,71.61847,71.98167,70.97068,33.33333
24.47999,72.63498,71.62854,71.98712,70.98143,33.33333
24.49999,72.63943,71.63852,71.99254,70.99213,33.33333
24.51999,72.64389,71.64847,71.99792,71.00277,33.33333
24.53999,72.64828,71.65836,72.00328,71.01337,33.33333
24.55999,72.65268,71.66821,72.00861,71.02391,33.33333
24.57999,72.65704,71.67801,72.0139,71.0344,33.33333
24.59999,72.66135,71.68774,72.01917,71.04485,33.33333
24.61999,72.66565,71.69745,72.0244,71.05524,33.33333
24.63999,72.66989,71.70709,72.02961,71.06557,33.33333
24.65999,72.67416,71.71667,72.03479,71.07587,33.33333
24.67999,72.67838,71.72623,72.03994,71.08611,33.33333
24.69999,72.68253,71.73572,72.04506,71.0963,33.33333
24.71999,72.68671,71.74515,72.05015,71.10644,33.33333
24.73999,72.69083,71.75455,72.05521,71.11653,33.33333
24.75999,72.69489,71.76389,72.06025,71.12657,33.33333
24.77999,72.69897,71.77316,72.06525,71.13657,33.33333
24.79999,72.703,71.78241,72.07024,71.14651,33.33333
24.81999,72.70703,71.79163,72.07519,71.1564,33.33333
24.83999,72.71103,71.80075,72.08011,71.16625,33.33333
24.85999,72.71497,71.80984,72.08501,71.17605,33.33333
24.87999,72.71893,71.81888,72.08987,71.1858,33.33333
24.89999,72.72284,71.82788,72.09472,71.1955,33.33333
24.91999,72.72672,71.83682,72.09953,71.20516,33.33333
24.93999,72.73059,71.8457,72.10432,71.21477,33.33333
24.95999,72.73441,71.85455,72.10909,71.22433,33.33333
24.97999,72.73819,71.86334,72.11382,71.23384,33.33333
24.99999,72.74197,71.8721,72.11853,71.24331,33.33333
25.01999,72.74573,71.8808,72.12321,71.25273,33.33333
25.03999,72.74942,71.88947,72.12787,71.26211,33.33333
25.05999,72.75311,71.8981,72.1325,71.27144,33.33333
25.07999,72.75677,71.90668,72.1371,71.28072,33.33333
25.09999,72.76038,71.91522,72.14168,71.28996,33.33333
25.11999,72.76404,71.92368,72.14623,71.29916,33.33333
25.13999,72.76764,71.9321,72.15076,71.3083,33.33333
25.15999,72.77118,71.94049,72.15526,71.31741,33.33333
25.17999,72.77472,71.94885,72.15974,71.32646,33.33333
25.19999,72.77826,71.95712,72.16418,71.33547,33.33333
25.21999,72.78174,71.96536,72.16861,71.34444,33.33333
25.23999,72.78522,71.97357,72.17301,71.35336,33.33333
25.25999,72.7887,71.98169,72.17738,71.36224,33.33333
25.27999,72.79211,71.98978,72.18173,71.37107,33.33333
25.29999,72.79553,71.99783,72.18606,71.37986,33.33333
25.31999,72.79889,72.00586,72.19036,71.3886,33.33333
25.33999,72.80225,72.01382,72.19464,71.39731,33.33333
25.35999,72.80554,72.02176,72.19889,71.40597,33.33333
25.37999,72.80884,72.02966,72.20312,71.41458,33.33333
25.39999,72.81213,72.03748,72.20732,71.42316,33.33333
25.41999,72.81537,72.04526,72.2115,71.43169,33.33333
25.43999,72.8186,72.05304,72.21566,71.44017,33.33333
25.45999,72.82184,72.06073,72.2198,71.44862,33.33333
25.47999,72.82501,72.06839,72.22391,71.45702,33.33333
25.49999,72.82819,72.07602,72.228,71.46538,33.33333
25.51999,72.83136,72.08359,72.23206,71.47369,33.33333
25.53999,72.83447,72.09113,72.23611,71.48197,33.33333
25.55999,72.83752,72.09863,72.24013,71.4902,33.33333
25.57999,72.84064,72.10605,72.24413,71.4984,33.33333
25.59999,72.84369,72.11346,72.2481,71.50655,33.33333
25.61999,72.84668,72.12085,72.25205,71.51466,33.33333
25.63999,72.84973,72.12817,72.25598,71.52273,33.33333
25.65999,72.85272,72.13547,72.25989,71.53075,33.33333
25.67999,72.85565,72.14273,72.26377,71.53874,33.33333
25.69999,72.85858,72.14993,72.26763,71.54669,33.33333
25.71999,72.86151,72.1571,72.27147,71.5546,33.33333
25.73999,72.86438,72.16428,72.27528,71.56246,33.33333
25.75999,72.86725,72.17136,72.27908,71.57029,33.33333
25.77999,72.87012,72.17841,72.28284,71.57808,33.33333
25.79999,72.87299,72.18539,72.2866,71.58583,33.33333
25.81999,72.87579,72.19235,72.29033,71.59354,33.33333
25.83999,72.87854,72.19931,72.29404,71.6012,33.33333
25.85999,72.88135,72.20618,72.29772,71.60883,33.33333
25.87999,72.88409,72.21304,72.30138,71.61642,33.33333
25.89999,72.88684,72.21982,72.30503,71.62398,33.33333
25.91999,72.88953,72.22659,72.30865,71.63149,33.33333
25.93999,72.89221,72.23334,72.31226,71.63897,33.33333
25.95999,72.8949,72.24002,72.31583,71.64641,33.33333
25.97999,72.89752,72.2467,72.3194,71.65381,33.33333
25.99999,72.90015,72.2533,72.32294,71.66117,33.33333
26.01999,72.90277,72.25989,72.32645,71.6685,33.33333
26.03999,72.9054,72.26639,72.32996,71.67578,33.33333
26.05999,72.90796,72.27289,72.33344,71.68303,33.33333
26.07999,72.91046,72.27939,72.3369,71.69024,33.33333
26.09999,72.91302,72.2858,72.34034,71.69742,33.33333
26.11999,72.91553,72.29221,72.34376,71.70456,33.33333
26.13999,72.91803,72.29855,72.34716,71.71166,33.33333
26.15999,72.92047,72.30487,72.35054,71.71873,33.33333
26.17999,72.92297,72.31113,72.3539,71.72575,33.33333
26.19999,72.92542,72.31738,72.35725,71.73275,33.33333
26.21999,72.9278,72.32361,72.36057,71.73971,33.33333
26.23999,72.93018,72.32977,72.36387,71.74663,33.33333
26.25999,72.93256,72.33594,72.36715,71.75352,33.33333
26.27999,72.93494,72.34204,72.37041,71.76037,33.33333
26.29999,72.93726,72.34811,72.37366,71.76718,33.33333
26.31999,72.93958,72.35413,72.37688,71.77396,33.33333
26.33999,72.94183,72.36014,72.3801,71.78071,33.33333
26.35999,72.94415,72.36609,72.38329,71.78742,33.33333
26.37999,72.94641,72.37204,72.38646,71.7941,33.33333
26.39999,72.94867,72.3779,72.38961,71.80074,33.33333
26.41999,72.95087,72.38376,72.39275,71.80734,33.33333
26.43999,72.95313,72.38956,72.39586,71.81391,33.33333
26.45999,72.95532,72.39536,72.39896,71.82045,33.33333
26.47999,72.95752,72.40109,72.40204,71.82695,33.33333
26.49999,72.95966,72.40683,72.4051,71.83342,33.33333
26.51999,72.96179,72.41251,72.40814,71.83986,33.33333
26.53999,72.96393,72.41818,72.41117,71.84626,33.33333
26.55999,72.96606,72.42377,72.41418,71.85263,33.33333
26.57999,72.96814,72.42935,72.41717,71.85897,33.33333
26.59999,72.97021,72.43488,72.42014,71.86527,33.33333
26.61999,72.97229,72.4404,72.4231,71.87154,33.33333
26.63999,72.97437,72.44586,72.42604,71.87778,33.33333
26.65999,72.97638,72.45132,72.42896,71.88399,33.33333
26.67999,72.97839,72.45673,72.43187,71.89016,33.33333
26.69999,72.98035,72.46213,72.43476,71.8963,33.33333
26.71999,72.98236,72.46747,72.43763,71.90241,33.33333
26.73999,72.98431,72.47281,72.44048,71.90849,33.33333
26.75999,72.98627,72.47809,72.44332,71.91453,33.33333
26.77999,72.98816,72.48337,72.44614,71.92054,33.33333
26.79999,72.99005,72.48859,72.44895,71.92652,33.33333
26.81999,72.992,72.49374,72.45174,71.93247,33.33333
26.83999,72.9939,72.4989,72.45451,71.93839,33.33333
26.85999,72.99579,72.504,72.45726,71.94428,33.33333
26.87999,72.99762,72.50909,72.46,71.95013,33.33333
26.89999,72.99945,72.51416,72.46272,71.95596,33.33333
26.91999,73.00128,72.51923,72.46543,71.96175,33.33333
26.93999,73.00311,72.52423,72.46812,71.96751,33.33333
26.95999,73.00488,72.52924,72.4708,71.97324,33.33333
26.97999,73.00665,72.53418,72.47346,71.97894,33.33333
26.99999,73.00842,72.53906,72.4761,71.9846,33.33333
27.01999,73.01019,72.54395,72.47872,71.99025,33.33333
27.03999,73.01196,72.54877,72.48133,71.99586,33.33333
27.05999,73.01367,72.55362,72.48392,72.00145,33.33333
