Time,PositionX,PositionY,PositionZ,Vx,Ax,Y,YDot,Psi,PsiDot,EngineRpm
0,2.1,0,-20,0,0,0,0,0,0,0
0.009999993,2.1,0,-20,0,0,0,0,0,0,0
0.01999999,2.1,0,-20,0,0,0,0,0,0,0
0.02999998,2.1,0,-20,0,0,0,0,0,0,0
0.03999997,2.1,0,-20,0,0,0,0,0,0,0
0.04999996,2.1,0,-20,0,0,0,0,0,0,0
0.05999996,2.1,0,-20,0,0,0,0,0,0,0
0.06999995,2.1,0,-20,0,0,0,0,0,0,0
0.07999995,2.1,0,-20,0,0,0,0,0,0,0
0.08999994,2.1,0,-20,0,0,0,0,0,0,0
0.09999993,2.1,0,-20,0,0,0,0,0,0,0
0.1099999,2.1,0,-20,0,0,0,0,0,0,0
0.1199999,2.1,0,-20,0,0,0,0,0,0,0
0.1299999,2.1,0,-20,0,0,0,0,0,0,0
0.1399999,2.1,0,-20,0,0,0,0,0,0,0
0.1499999,2.1,0,-20,0,0,0,0,0,0,0
0.1599999,2.1,0,-20,0,0,0,0,0,0,0
0.1699999,2.1,0,-20,0,0,0,0,0,0,0
0.1799999,2.1,0,-20,0,0,0,0,0,0,0
0.1899999,2.1,0,-20,0,0,0,0,0,0,0
0.1999999,2.1,0,-20,0,0,0,0,0,0,0
0.2099998,2.1,0,-20,0,0,0,0,0,0,0
0.2199998,2.1,0,-20,0,0,0,0,0,0,0
0.2299998,2.1,0,-20,0,0,0,0,0,0,0
0.2399998,2.1,0,-20,0,0,0,0,0,0,0
0.2499998,2.1,0,-20,0,0,0,0,0,0,0
0.2599998,2.1,0,-20,0,0,0,0,0,0,0
0.2699998,2.1,0,-20,0,0,0,0,0,0,0
0.2799998,2.1,0,-20,0,0,0,0,0,0,0
0.2899998,2.1,0,-20,0,0,0,0,0,0,0
0.2999998,2.1,0,-20,0,0,0,0,0,0,0
0.3099998,2.1,0,-20,0,0,0,0,0,0,0
0.3199998,2.1,0,-20,0,0,0,0,0,0,0
0.3299998,2.1,0,-20,0,0,0,0,0,0,0
0.3399998,2.1,0,-20,0,0,0,0,0,0,0
0.3499998,2.1,0,-20,0,0,0,0,0,0,0
0.3599997,2.1,0,-20,0,0,0,0,0,0,0
0.3699997,2.1,0,-20,0,0,0,0,0,0,0
0.3799997,2.1,0,-20,0,0,0,0,0,0,0
0.3899997,2.1,0,-20,0,0,0,0,0,0,0
0.3999997,2.1,0,-20,0,0,0,0,0,0,0
0.4099997,2.1,0,-20,0,0,0,0,0,0,0
0.4199997,2.1,0,-20,0,0,0,0,0,0,0
0.4299997,2.1,0,-20,0,0,0,0,0,0,0
0.4399997,2.1,0,-20,0,0,0,0,0,0,0
0.4499997,2.1,0,-20,0,0,0,0,0,0,0
0.4599997,2.1,0,-20,0,0,0,0,0,0,0
0.4699997,2.1,0,-20,0,0,0,0,0,0,0
0.4799997,2.1,0,-20,0,0,0,0,0,0,0
0.4899997,2.1,0,-20,0,0,0,0,0,0,0
0.4999996,2.1,0,-20,0,0,0,0,0,0,0
0.5099996,2.1,0,-20,0,0,0,0,0,0,0
0.5199996,2.1,0,-20,0,0,0,0,0,0,0
0.5299996,2.1,0,-20,0,0,0,0,0,0,0
0.5399996,2.1,0,-20,0,0,0,0,0,0,0
0.5499996,2.1,0,-20,0,0,0,0,0,0,0
0.5599996,2.1,0,-20,0,0,0,0,0,0,0
0.5699996,2.1,0,-20,0,0,0,0,0,0,0
0.5799996,2.1,0,-20,0,0,0,0,0,0,0
0.5899996,2.1,0,-20,0,0,0,0,0,0,0
0.5999995,2.1,0,-20,0,0,0,0,0,0,0
0.6099996,2.1,0,-20,0,0,0,0,0,0,0
0.6199996,2.1,0,-20,0,0,0,0,0,0,0
0.6299996,2.1,0,-20,0,0,0,0,0,0,0
0.6399996,2.1,0,-20,0,0,0,0,0,0,0
0.6499996,2.1,0,-20,0,0,0,0,0,0,0
0.6599995,2.1,0,-20,0,0,0,0,0,0,0
0.6699995,2.1,0,-20,0,0,0,0,0,0,0
0.6799995,2.1,0,-20,0,0,0,0,0,0,0
0.6899995,2.1,0,-19.99999,0.001533914,0.1533915,0,0,0,0,816.8901
0.6999995,2.1,0,-19.99997,0.003059411,0.1525498,0,0,0,0,816.7974
0.7099995,2.1,0,-19.99993,0.004592123,0.1532713,0,0,0,0,816.8769
0.7199995,2.1,0,-19.99988,0.006130472,0.1538349,0,0,0,0,816.9389
0.7299995,2.1,0,-19.99981,0.007674852,0.1544381,0,0,0,0,817.0053
0.7399995,2.1,0,-19.99973,0.00922261,0.1547759,0,0,0,0,817.0425
0.7499995,2.1,0,-19.99963,0.01077135,0.1548744,0,0,0,0,817.0534
0.7599995,2.1,0,-19.99952,0.01106858,0.02972262,0,0,0,0,816.2362
0.7699994,2.1,0,-19.9994,0.01146619,0.03976145,0,0,0,0,817.3416
0.7799994,2.1,0,-19.99929,0.01185905,0.03928526,0,0,0,0,817.2892
0.7899994,2.1,0,-19.99917,0.01225491,0.03958673,0,0,0,0,817.3224
0.7999994,2.1,0,-19.99904,0.0126533,0.03983865,0,0,0,0,817.3502
0.8099994,2.1,0,-19.99892,0.01305431,0.04010147,0,0,0,0,817.3792
0.8199994,2.1,0,-19.99878,0.01345802,0.040371,0,0,0,0,817.4089
0.8299994,2.1,0,-19.99865,0.0138645,0.04064751,0,0,0,0,817.4394
0.8399994,2.1,0,-19.9985,0.01427381,0.04093109,0,0,0,0,817.4707
0.8499994,2.1,0,-19.99836,0.01468603,0.04122176,0,0,0,0,817.5027
0.8599994,2.1,0,-19.99821,0.01510122,0.0415196,0,0,0,0,817.5356
0.8699994,2.1,0,-19.99806,0.01551947,0.04182461,0,0,0,0,817.5692
0.8799994,2.1,0,-19.9979,0.01594081,0.04213427,0,0,0,0,817.6033
0.8899994,2.1,0,-19.99774,0.01636532,0.04245102,0,0,0,0,817.6382
0.8999994,2.1,0,-19.99757,0.01679307,0.04277493,0,0,0,0,817.674
0.9099994,2.1,0,-19.9974,0.01722413,0.04310611,0,0,0,0,817.7104
0.9199994,2.1,0,-19.99723,0.01765857,0.04344455,0,0,0,0,817.7478
0.9299994,2.1,0,-19.99705,0.01809648,0.04379044,0,0,0,0,817.7859
0.9399993,2.1,0,-19.99687,0.01853791,0.0441436,0,0,0,0,817.8248
0.9499993,2.1,0,-19.99668,0.01898296,0.0445044,0,0,0,0,817.8646
0.9599993,2.1,0,-19.99649,0.01943168,0.04487246,0,0,0,0,817.9052
0.9699993,2.1,0,-19.99629,0.01988417,0.04524834,0,0,0,0,817.9467
0.9799993,2.1,0,-19.99609,0.02034048,0.04563167,0,0,0,0,817.9889
0.9899993,2.1,0,-19.99589,0.02080071,0.04602282,0,0,0,0,818.032
0.9999993,2.1,0,-19.99568,0.02126493,0.04642162,0,0,0,0,818.076
1.009999,2.1,0,-19.99546,0.02173321,0.04682823,0,0,0,0,818.1208
1.019999,2.1,0,-19.99524,0.02220563,0.04724267,0,0,0,0,818.1665
1.029999,2.1,0,-19.99502,0.02268228,0.04766512,0,0,0,0,818.213
1.039999,2.1,0,-19.99479,0.02316324,0.04809539,0,0,0,0,818.2604
1.049999,2.1,0,-19.99455,0.02364857,0.04853349,0,0,0,0,818.3088
1.059999,2.1,0,-19.99431,0.02413837,0.04897996,0,0,0,0,818.358
1.069999,2.1,0,-19.99407,0.02463271,0.04943426,0,0,0,0,818.4081
1.079999,2.1,0,-19.99382,0.02513168,0.04989694,0,0,0,0,818.459
1.089999,2.1,0,-19.99357,0.02563536,0.05036763,0,0,0,0,818.5109
1.099999,2.1,0,-19.99331,0.02614383,0.05084671,0,0,0,0,818.5637
1.109999,2.1,0,-19.99305,0.02665717,0.05133416,0,0,0,0,818.6174
1.119999,2.1,0,-19.99278,0.02717547,0.05182981,0,0,0,0,818.6721
1.129999,2.1,0,-19.9925,0.02769881,0.05233403,0,0,0,0,818.7277
1.139999,2.1,0,-19.99222,0.02822727,0.05284663,0,0,0,0,818.7842
1.149999,2.1,0,-19.99194,0.02876095,0.0533678,0,0,0,0,818.8416
1.159999,2.1,0,-19.99165,0.02929993,0.05389772,0,0,0,0,818.9
1.169999,2.1,0,-19.99135,0.02984429,0.05443603,0,0,0,0,818.9594
1.179999,2.1,0,-19.99105,0.03039412,0.05498327,0,0,0,0,819.0197
1.189999,2.1,0,-19.99074,0.03094951,0.05553927,0,0,0,0,819.0809
