Time,PositionX,PositionY,PositionZ,Vx,Ax,Y,YDot,Psi,PsiDot,EngineRpm
1.639999,0.1,0,0,0,0,0,0,0,0,800
1.659999,0.1,0,0,0,0,0,0,0,0,800
1.679999,0.1,0,0,0,0,0,0,0,0,800
1.699999,0.1,0,0,0,0,0,0,0,0,800
1.719999,0.1,0,0,0,0,0,0,0,0,800
1.739999,0.1,0,0,0,0,0,0,0,0,800
1.759999,0.1,0,0,0,0,0,0,0,0,800
1.779999,0.1,0,0,0,0,0,0,0,0,800
1.799999,0.1,0,0,0,0,0,0,0,0,800
1.819999,0.1,0,0,0,0,0,0,0,0,800
1.839999,0.1,0,0,0,0,0,0,0,0,800
1.859999,0.1,0,0,0,0,0,0,0,0,800
1.879999,0.1,0,0,0,0,0,0,0,0,800
1.899999,0.1,0,0,0,0,0,0,0,0,800
1.919999,0.1,0,0,0,0,0,0,0,0,800
1.939999,0.1,0,0,0,0,0,0,0,0,800
1.959999,0.1,0,0,0,0,0,0,0,0,800
1.979999,0.1,0,0,0,0,0,0,0,0,800
1.999999,0.1,0,0,0,0,0,0,0,0,800
2.019999,0.1,0,0,0,0,0,0,0,0,800
2.039999,0.1,0,0,0,0,0,0,0,0,800
2.059999,0.1,0,0,0,0,0,0,0,0,800
2.079999,0.1,0,0,0,0,0,0,0,0,800
2.099999,0.1,0,0,0,0,0,0,0,0,800
2.119999,0.1,0,0,0,0,0,0,0,0,800
2.139999,0.1,0,0,0,0,0,0,0,0,800
2.159999,0.1,0,0,0,0,0,0,0,0,800
2.179999,0.1,0,0,0,0,0,0,0,0,800
2.199999,0.1,0,0,0,0,0,0,0,0,800
2.219999,0.1,0,0,0,0,0,0,0,0,800
2.239999,0.1,0,0,0,0,0,0,0,0,800
2.259999,0.1,0,0,0,0,0,0,0,0,800
2.279999,0.1,0,0,0,0,0,0,0,0,800
2.299999,0.1,0,0,0,0,0,0,0,0,800
2.319999,0.1,0,0,0,0,0,0,0,0,800
2.339999,0.1,0,0,0,0,0,0,0,0,800
2.359999,0.1,0,0,0,0,0,0,0,0,800
2.379999,0.1,0,0,0,0,0,0,0,0,800
2.399999,0.1,0,0,0,0,0,0,0,0,800
2.419999,0.1,0,0,0,0,0,0,0,0,800
2.439999,0.1,0,0,0,0,0,0,0,0,800
2.459999,0.1,0,0,0,0,0,0,0,0,800
2.479999,0.1,0,0,0,0,0,0,0,0,800
2.499999,0.1,0,0,0,0,0,0,0,0,800
2.519999,0.1,0,0,0,0,0,0,0,0,800
2.539999,0.1,0,0,0,0,0,0,0,0,800
2.559999,0.1,0,0,0,0,0,0,0,0,800
2.579999,0.1,0,0,0,0,0,0,0,0,800
2.599999,0.1,0,0,0,0,0,0,0,0,800
2.619999,0.1,0,0,0,0,0,0,0,0,800
2.639999,0.1,0,0,0,0,0,0,0,0,800
2.659999,0.1,0,0,0,0,0,0,0,0,800
2.679999,0.1,0,0,0,0,0,0,0,0,800
2.699999,0.1,0,0,0,0,0,0,0,0,800
2.719999,0.1,0,0,0,0,0,0,0,0,800
2.739999,0.1,0,0,0,0,0,0,0,0,800
2.759999,0.1,0,0,0,0,0,0,0,0,800
2.779999,0.1,0,0,0,0,0,0,0,0,800
2.799999,0.1,0,0,0,0,0,0,0,0,800
2.819999,0.1,0,0,0,0,0,0,0,0,800
2.839999,0.1,0,0,0,0,0,0,0,0,800
2.859999,0.1,0,0,0,0,0,0,0,0,800
2.879999,0.1,0,0,0,0,0,0,0,0,800
2.899999,0.1,0,0,0,0,0,0,0,0,800
2.919999,0.1,0,0,0,0,0,0,0,0,800
2.939999,0.1,0,0,0,0,0,0,0,0,800
2.959999,0.1,0,0,0,0,0,0,0,0,800
2.979999,0.1,0,0,0,0,0,0,0,0,800
2.999999,0.1,0,0,0,0,0,0,0,0,800
