Time,Fx,Lambda
1.799999,2018.057,0
1.819999,2028.634,0
1.839999,2039.118,0
1.859999,2049.51,0
1.879999,2059.813,0
1.899999,2070.025,0
1.919999,2080.148,0
1.939999,2090.183,0
1.959999,2100.131,0
1.979999,2109.991,0
1.999999,2119.766,0
2.019999,2129.455,0
2.039999,2139.06,0
2.059999,2148.581,0
2.079999,2158.018,0
2.099999,2167.373,0
2.119999,2176.647,0
2.139999,2185.839,0
2.159999,2194.951,0
2.179999,2203.983,0
2.199999,2212.936,0
2.219999,2221.81,0
2.239999,2230.607,0
2.259999,2239.327,0
2.279999,2247.97,0
2.299999,2256.537,0
2.319999,2265.029,0
2.339999,2273.447,0
2.359999,2281.791,0
2.379999,2290.061,0
2.399999,2298.259,0
2.419999,2306.384,0
2.439999,2314.438,0
2.459999,2322.421,0
2.479999,2330.333,0
2.499999,2338.176,0
2.519999,2345.949,0
2.539999,2353.655,0
2.559999,2361.291,0
2.579999,2368.861,0
2.599999,2376.363,0
2.619999,2383.799,0
2.639999,2391.169,0
2.659999,2398.474,0
2.679999,2405.714,0
2.699999,2412.889,0
2.719999,2420.001,0
2.739999,2427.05,0
2.759999,2434.036,0
2.779999,2440.959,0
2.799999,2447.821,0
2.819999,2454.622,0
2.839999,2461.362,0
2.859999,2468.042,0
2.879999,2474.662,0
2.899999,2481.223,0
2.919999,2487.725,0
2.939999,2494.168,0
2.959999,2500.554,0
2.979999,2506.882,0
2.999999,2513.153,0
3.019999,2519.368,0
3.039999,2525.527,0
3.059999,2531.63,0
3.079999,2537.678,0
3.099999,2543.671,0
3.119999,2549.61,0
3.139999,2555.495,0
3.159999,2561.326,0
3.179999,2567.105,0
3.199999,2572.831,0
3.219999,2578.504,0
3.239999,2584.126,0
3.259999,2589.696,0
3.279999,2595.215,0
3.299999,2600.683,0
3.319999,2606.102,0
3.339999,2611.47,0
3.359999,2616.789,0
3.379999,2622.059,0
3.399999,2627.28,0
3.419999,2632.452,0
3.439999,2637.577,0
3.459999,2642.654,0
3.479999,2647.683,0
3.499999,2652.666,0
3.519999,2657.602,0
3.539999,2662.491,0
3.559999,2667.335,0
3.579999,2672.133,0
3.599999,2676.885,0
3.619999,2681.593,0
3.639999,2686.257,0
3.659999,2690.876,0
3.679999,2695.451,0
3.699999,2699.983,0
3.719999,2704.471,0
3.739999,2708.916,0
3.759999,2713.319,0
3.779999,2717.679,0
3.799999,2721.997,0
3.819999,2726.273,0
3.839999,2730.508,0
3.859999,2734.702,0
3.879999,2738.854,0
3.899999,2742.967,0
3.919999,2747.038,0
3.939999,2751.07,0
3.959999,2755.061,0
3.979999,2759.013,0
3.999999,2762.926,0
4.019999,2766.8,0
4.039999,2770.635,0
4.059999,2774.432,0
4.079998,2778.19,0
4.099998,2781.911,0
4.119998,2785.594,0
4.139998,2789.239,0
4.159998,2792.847,0
4.179998,2796.418,0
4.199998,2799.952,0
4.219998,2803.451,0
4.239998,2806.913,0
4.259998,2810.338,0
4.279998,2813.728,0
4.299998,2817.083,0
4.319998,2820.402,0
4.339998,2823.686,0
4.359998,2826.935,0
4.379999,2830.149,0
4.399999,2833.329,0
4.419999,2836.475,0
4.439999,2839.586,0
4.459999,2842.664,0
4.479999,2845.708,0
4.499999,2848.719,0
4.519999,2851.696,0
4.539999,2854.641,0
4.559999,2857.552,0
4.579998,2860.431,0
4.599998,2863.277,0
4.619998,2866.091,0
4.639998,2868.874,0
4.659998,2871.624,0
4.679998,2874.343,0
4.699998,2877.029,0
4.719998,2879.685,0
4.739998,2882.309,0
4.759998,2884.903,0
4.779998,2887.465,0
4.799998,2889.997,0
4.819998,2892.498,0
4.839998,2894.969,0
4.859998,2897.41,0
4.879998,2899.82,0
4.899998,2902.201,0
4.919998,2904.552,0
4.939998,2906.873,0
4.959998,2909.164,0
4.979998,2911.426,0
4.999998,2913.66,0
5.019998,2915.864,0
5.039998,2918.041,0
5.059998,2920.187,0
5.079998,2922.305,0
5.099998,2924.395,0
5.119998,2926.457,0
5.139998,2928.49,0
5.159998,2930.496,0
5.179998,2932.473,0
5.199998,2934.423,0
5.219998,2936.345,0
5.239998,2938.24,0
5.259998,2940.107,0
5.279998,2941.947,0
5.299998,2943.76,0
5.319998,2945.545,0
5.339998,2947.304,0
5.359998,2949.035,0
5.379998,2950.74,0
5.399998,2952.419,0
5.419998,2954.072,0
5.439998,2955.698,0
5.459998,2957.297,0
5.479998,2958.871,0
5.499998,2960.418,0
5.519998,2961.94,0
5.539998,2963.435,0
5.559998,2964.904,0
5.579998,2966.348,0
5.599998,2967.767,0
5.619998,2969.16,0
5.639998,2970.527,0
5.659998,2971.869,0
5.679998,2973.186,0
5.699998,2974.478,0
5.719998,2975.745,0
5.739998,2976.986,0
5.759998,2978.203,0
5.779998,2979.395,0
5.799998,2980.563,0
5.819998,2981.705,0
5.839998,2982.824,0
5.859998,2983.918,0
5.879998,2984.987,0
5.899998,2986.033,0
5.919998,2987.053,0
5.939998,2988.05,0
5.959998,2989.023,0
5.979998,2989.971,0
5.999998,2990.896,0
6.019998,2991.797,0
6.039998,2992.673,0
6.059998,2993.526,0
6.079998,2994.356,0
6.099998,2995.161,0
6.119998,2995.943,0
6.139998,2996.702,0
6.159998,2997.437,0
6.179998,2998.149,0
6.199998,2998.837,0
6.219998,2999.501,0
6.239998,3000.144,0
6.259998,3000.762,0
6.279998,3001.357,0
6.299998,3001.93,0
6.319998,3002.479,0
6.339998,3003.006,0
6.359998,3003.508,0
6.379998,3003.989,0
6.399998,3004.447,0
6.419998,3004.882,0
6.439998,3005.294,0
6.459998,3005.684,0
6.479998,3006.051,0
6.499998,3006.395,0
6.519998,3006.717,0
6.539998,3007.017,0
6.559998,3007.294,0
6.579998,3007.548,0
6.599998,3007.78,0
6.619998,3007.989,0
6.639997,3008.177,0
6.659997,3008.341,0
6.679997,3008.484,0
6.699997,3008.605,0
6.719997,3008.703,0
6.739997,3008.779,0
6.759997,3008.833,0
6.779998,3008.865,0
6.799998,3008.875,0
6.819998,3008.863,0
6.839998,3008.828,0
6.859998,3008.772,0
6.879998,3008.695,0
6.899998,3008.594,0
6.919998,3008.473,0
6.939998,3008.328,0
6.959998,3008.163,0
6.979998,3007.975,0
6.999998,3007.766,0
7.019998,3007.536,0
7.039998,3007.283,0
7.059998,3007.009,0
7.079998,3006.712,0
7.099998,3006.395,0
7.119998,3006.056,0
7.139997,3005.696,0
7.159997,3005.313,0
7.179997,3004.909,0
7.199997,3004.483,0
7.219997,3004.036,0
7.239997,3003.568,0
7.259997,3003.077,0
7.279997,3002.565,0
7.299997,3002.032,0
7.319997,3001.478,0
7.339997,3000.902,0
7.359997,3000.304,0
7.379997,2999.686,0
7.399997,2999.046,0
7.419997,2998.384,0
7.439997,2997.702,0
7.459997,2996.999,0
7.479997,2996.273,0
7.499997,2995.526,0
7.519997,2994.758,0
7.539997,2993.969,0
7.559998,2993.159,0
7.579998,2992.327,0
7.599998,2991.475,0
7.619998,2990.602,0
7.639997,2989.707,0
7.659997,2988.79,0
7.679997,2987.854,0
7.699997,2986.895,0
7.719997,2985.916,0
7.739997,2984.914,0
7.759997,2983.892,0
7.779997,2982.849,0
7.799997,2981.784,0
7.819997,2980.698,0
7.839997,2979.592,0
7.859997,2978.465,0
7.879997,2977.317,0
7.899997,2976.148,0
7.919997,2974.958,0
7.939997,2973.747,0
7.959997,2972.515,0
7.979997,2971.261,0
7.999997,2969.987,0
8.019998,2968.691,0
8.039997,2967.375,0
8.059998,2966.038,0
8.079997,2964.679,0
8.099998,2963.301,0
8.119997,2961.9,0
8.139997,2960.479,0
8.159997,2959.039,0
8.179997,2957.577,0
8.199997,2956.093,0
8.219997,2954.59,0
8.239997,2953.065,0
8.259997,2951.52,0
8.279997,2949.955,0
8.299997,2948.367,0
8.319997,2946.76,0
8.339997,2945.132,0
8.359997,2943.482,0
8.379997,2941.813,0
8.399997,2940.123,0
8.419997,2938.411,0
8.439997,2936.679,0
8.459997,2934.928,0
8.479997,2933.156,0
8.499997,2931.362,0
8.519997,2929.547,0
8.539997,2927.714,0
8.559997,2925.86,0
8.579997,2923.985,0
8.599997,2922.088,0
8.619997,2920.172,0
8.639997,2918.234,0
8.659997,2916.277,0
8.679996,2914.3,0
8.699997,2912.301,0
8.719996,2910.281,0
8.739997,2908.242,0
8.759997,2906.182,0
8.779997,2904.102,0
8.799997,2902,0
8.819997,2899.878,0
8.839997,2897.736,0
8.859997,2895.575,0
8.879997,2893.394,0
8.899997,2891.191,0
8.919997,2888.969,0
8.939997,2886.726,0
8.959997,2884.463,0
8.979997,2882.18,0
8.999997,2879.879,0
9.019997,2877.555,0
9.039997,2875.213,0
9.059997,2872.849,0
9.079997,2870.464,0
9.099997,2868.061,0
9.119997,2865.637,0
9.139997,2863.194,0
9.159997,2860.731,0
9.179996,2858.249,0
9.199997,2855.745,0
9.219996,2853.223,0
9.239997,2850.68,0
9.259996,2848.119,0
9.279997,2845.535,0
9.299996,2842.934,0
9.319997,2840.313,0
9.339996,2837.672,0
9.359997,2835.011,0
9.379996,2832.331,0
9.399997,2829.63,0
9.419996,2826.911,0
9.439997,2824.173,0
9.459996,2821.415,0
9.479997,2818.637,0
9.499996,2815.839,0
9.519997,2813.023,0
9.539996,2810.187,0
9.559997,2807.331,0
9.579997,2804.457,0
9.599997,2801.563,0
9.619997,2798.649,0
9.639997,2795.718,0
9.659997,2792.766,0
9.679996,2789.796,0
9.699997,2786.806,0
9.719996,2783.798,0
9.739997,2780.771,0
9.759996,2777.724,0
9.779997,2774.659,0
9.799996,2771.575,0
9.819997,2768.472,0
9.839996,2765.35,0
9.859997,2762.209,0
9.879996,2759.05,0
9.899997,2755.873,0
9.919996,2752.677,0
9.939997,2749.463,0
9.959996,2746.231,0
9.979997,2742.979,0
9.999996,2739.71,0
10.02,2736.422,0
10.04,2733.117,0
10.06,2729.792,0
10.08,2726.451,0
10.1,2723.092,0
10.12,2719.713,0
10.14,2716.317,0
10.16,2712.903,0
10.18,2709.471,0
10.2,2706.021,0
10.22,2702.555,0
10.24,2699.07,0
10.26,2695.568,0
10.28,2692.047,0
10.3,2688.508,0
10.32,2684.953,0
10.34,2681.38,0
10.36,2677.791,0
10.38,2674.184,0
10.4,2670.559,0
10.42,2666.917,0
10.44,2663.259,0
10.46,2659.584,0
10.48,2655.891,0
10.5,2652.181,0
10.52,2648.456,0
10.54,2644.711,0
10.56,2640.952,0
10.58,2637.175,0
10.6,2633.383,0
10.62,2629.573,0
10.64,2625.746,0
10.66,2621.903,0
10.68,2618.044,0
10.7,2614.168,0
10.72,2610.277,0
10.74,2606.369,0
10.76,2602.447,0
10.78,2598.509,0
10.8,2594.553,0
10.82,2590.583,0
10.84,2586.598,0
10.86,2582.595,0
10.88,2578.578,0
10.9,2574.545,0
10.92,2570.496,0
10.94,2566.431,0
10.96,2562.352,0
10.98,2558.257,0
11,2554.147,0
11.02,2550.022,0
11.04,2545.882,0
11.06,2541.729,0
11.08,2537.56,0
11.1,2533.377,0
11.12,2529.179,0
11.14,2524.967,0
11.16,2520.74,0
11.18,2516.499,0
11.2,2512.243,0
11.22,2507.974,0
11.24,2503.689,0
11.26,2499.392,0
11.28,2495.08,0
11.3,2490.756,0
11.32,2486.417,0
11.34,2482.064,0
11.36,2477.697,0
11.38,2473.318,0
11.4,2468.926,0
11.42,2464.52,0
11.44,2460.1,0
11.46,2455.667,0
11.48,2451.221,0
11.5,2446.762,0
11.52,2442.291,0
11.54,2437.806,0
11.56,2433.31,0
11.58,2428.801,0
11.6,2424.278,0
11.62,2419.744,0
11.64,2415.197,0
11.66,2410.639,0
11.68,2406.068,0
11.7,2401.486,0
11.72,2396.892,0
11.74,2392.286,0
11.76,2387.667,0
11.78,2383.038,0
11.8,2378.396,0
11.82,2373.744,0
11.84,2369.081,0
11.86,2364.405,0
11.88,2359.72,0
11.9,2355.023,0
11.92,2350.315,0
11.94,2345.597,0
11.96,2340.867,0
11.98,2336.129,0
12,2331.379,0
12.02,2326.618,0
12.04,2321.847,0
12.06,2317.066,0
12.08,2312.275,0
12.1,2307.475,0
12.12,2302.665,0
12.14,2297.845,0
12.16,2293.015,0
12.18,2288.175,0
12.2,2283.326,0
12.22,2278.467,0
12.24,2273.599,0
12.26,2268.721,0
12.28,2263.838,0
12.3,2258.943,0
12.32,2254.039,0
12.34,2249.128,0
12.36,2244.208,0
12.38,2239.281,0
12.4,2234.343,0
12.42,2229.399,0
12.44,2224.446,0
12.46,2219.484,0
12.48,2214.515,0
12.5,2209.537,0
12.52,2204.552,0
12.54,2199.559,0
12.56,2194.559,0
12.58,2189.551,0
12.6,2184.536,0
12.62,2179.514,0
12.64,2174.485,0
12.66,2169.45,0
12.68,2164.407,0
12.7,2159.358,0
12.72,2154.301,0
12.74,2149.238,0
12.76,2144.17,0
12.78,2139.094,0
12.8,2134.012,0
12.82,2128.924,0
12.84,2123.831,0
12.86,2118.733,0
12.88,2113.629,0
12.9,2108.518,0
12.92,2103.402,0
12.94,2098.281,0
12.96,2093.155,0
12.98,2088.023,0
13,2082.887,0
13.02,2077.746,0
13.04,2072.598,0
13.06,2067.448,0
13.08,2062.292,0
13.1,2057.131,0
13.12,2051.966,0
13.14,2046.796,0
13.16,2041.623,0
13.18,2036.446,0
13.2,2031.264,0
13.22,2026.079,0
13.24,2020.889,0
13.26,2015.697,0
13.27999,2010.502,0
13.3,2005.302,0
13.31999,2000.099,0
13.34,1994.894,0
13.35999,1989.686,0
13.38,1984.475,0
13.39999,1979.261,0
13.42,1974.044,0
13.43999,1968.822,0
13.46,1963.599,0
13.47999,1958.373,0
13.5,1953.145,0
13.51999,1947.914,0
13.54,1942.682,0
13.56,1937.448,0
13.58,1932.212,0
13.6,1926.975,0
13.62,1921.736,0
13.64,1916.496,0
13.66,1911.254,0
13.68,1906.009,0
13.7,1900.764,0
13.72,1895.517,0
13.74,1890.269,0
13.76,1885.022,0
13.77999,1879.772,0
13.8,1874.523,0
13.81999,1869.272,0
13.84,1864.021,0
13.85999,1858.769,0
13.88,1853.519,0
13.89999,1848.266,0
13.92,1843.014,0
13.93999,1837.76,0
13.96,1832.508,0
13.97999,1827.256,0
14,1822.005,0
14.01999,1816.753,0
14.04,1811.501,0
14.05999,1806.25,0
14.08,1801.002,0
14.09999,1795.753,0
14.12,1790.505,0
14.13999,1785.26,0
14.16,1780.013,0
14.17999,1774.767,0
14.2,1769.525,0
14.21999,1764.283,0
14.24,1759.043,0
14.25999,1753.804,0
14.27999,1748.568,0
14.29999,1743.333,0
14.31999,1738.099,0
14.34,1732.866,0
14.35999,1727.638,0
14.38,1722.409,0
14.39999,1717.184,0
14.42,1711.96,0
14.43999,1706.739,0
14.46,1701.522,0
14.47999,1696.307,0
14.5,1691.094,0
14.51999,1685.884,0
14.54,1680.678,0
14.55999,1675.475,0
14.58,1670.273,0
14.59999,1665.075,0
14.62,1659.88,0
14.63999,1654.69,0
14.66,1649.502,0
14.67999,1644.318,0
14.7,1639.137,0
14.71999,1633.961,0
14.74,1628.788,0
14.75999,1623.62,0
14.77999,1618.455,0
14.79999,1613.296,0
14.81999,1608.139,0
14.83999,1602.988,0
14.85999,1597.84,0
14.87999,1592.696,0
14.89999,1587.558,0
14.91999,1582.424,0
14.93999,1577.292,0
14.95999,1572.167,0
14.97999,1567.048,0
14.99999,1561.931,0
15.01999,1556.822,0
15.03999,1551.716,0
15.05999,1546.616,0
15.07999,1541.522,0
15.09999,1536.431,0
15.12,1531.348,0
15.13999,1526.268,0
15.16,1521.193,0
15.17999,1516.124,0
15.2,1511.06,0
15.21999,1506.004,0
15.24,1500.952,0
15.25999,1495.906,0
15.27999,1490.866,0
15.29999,1485.834,0
15.31999,1480.806,0
15.33999,1475.786,0
15.35999,1470.769,0
15.37999,1465.76,0
15.39999,1460.759,0
15.41999,1455.763,0
15.43999,1450.774,0
15.45999,1445.791,0
15.47999,1440.817,0
15.49999,1435.846,0
15.51999,1430.885,0
15.53999,1425.929,0
15.55999,1420.98,0
15.57999,1416.039,0
15.59999,1411.104,0
15.61999,1406.177,0
15.63999,1401.256,0
15.65999,1396.343,0
15.67999,1391.438,0
15.69999,1386.539,0
15.71999,1381.648,0
15.73999,1376.765,0
15.75999,1371.889,0
15.77999,1367.021,0
15.79999,1362.159,0
15.81999,1357.307,0
15.83999,1352.462,0
15.85999,1347.626,0
15.87999,1342.796,0
15.89999,1337.976,0
15.91999,1333.161,0
15.93999,1328.357,0
15.95999,1323.559,0
15.97999,1318.772,0
15.99999,1313.991,0
16.01999,1309.218,0
16.04,1304.453,0
16.05999,1299.698,0
16.07999,1294.951,0
16.09999,1290.211,0
16.12,1285.48,0
16.13999,1280.757,0
16.15999,1276.046,0
16.17999,1271.343,0
16.2,1266.646,0
16.21999,1261.958,0
16.23999,1257.279,0
16.25999,1252.609,0
16.27999,1247.949,0
16.29999,1243.299,0
16.31999,1238.658,0
16.33999,1234.024,0
16.35999,1229.402,0
16.37999,1224.789,0
16.39999,1220.183,0
16.41999,1215.589,0
16.43999,1211.001,0
16.45999,1206.425,0
16.47999,1201.856,0
16.49999,1197.299,0
16.51999,1192.75,0
16.53999,1188.211,0
16.55999,1183.683,0
16.57999,1179.163,0
16.59999,1174.651,0
16.61999,1170.15,0
16.63999,1165.658,0
16.65999,1161.176,0
16.67999,1156.704,0
16.69999,1152.243,0
16.71999,1147.792,0
16.73999,1143.35,0
16.75999,1138.916,0
16.77999,1134.493,0
16.79999,1130.079,0
16.81999,1125.677,0
16.83999,1121.284,0
16.85999,1116.901,0
16.87999,1112.528,0
16.89999,1108.166,0
16.91999,1103.814,0
16.93999,1099.472,0
16.95999,1095.141,0
16.97999,1090.819,0
16.99999,1086.506,0
17.01999,1082.206,0
17.03999,1077.915,0
17.05999,1073.633,0
17.07999,1069.363,0
17.09999,1065.105,0
17.11999,1060.857,0
17.13999,1056.619,0
17.15999,1052.391,0
17.17999,1048.173,0
17.19999,1043.967,0
17.21999,1039.771,0
17.23999,1035.585,0
17.25999,1031.41,0
17.27999,1027.246,0
17.29999,1023.091,0
17.31999,1018.947,0
17.33999,1014.815,0
17.35999,1010.693,0
17.37999,1006.583,0
17.39999,1002.481,0
17.41999,998.3918,0
17.43999,994.3138,0
17.45999,990.244,0
17.47999,986.1849,0
17.49999,982.1396,0
17.51999,978.104,0
17.53999,974.0796,0
17.55999,970.0652,0
17.57999,966.0612,0
17.59999,962.0704,0
17.61999,958.0906,0
17.63999,954.1188,0
17.65999,950.161,0
17.67999,946.2107,0
17.69999,942.2742,0
17.71999,938.3481,0
17.73999,934.4338,0
17.75999,930.5289,0
17.77999,926.6354,0
17.79999,922.7537,0
17.81999,918.8845,0
17.83999,915.0242,0
17.85999,911.1754,0
17.87999,907.3375,0
17.89999,903.5114,0
17.91999,899.6962,0
17.93999,895.8922,0
17.95999,892.0977,0
17.97999,888.3159,0
17.99999,884.5434,0
18.01999,880.7836,0
18.03999,877.0343,0
18.05999,873.296,0
18.07999,869.569,0
18.09999,865.8544,0
18.11999,862.149,0
18.13999,858.456,0
18.15999,854.7733,0
18.17999,851.1028,0
18.19999,847.4421,0
18.21999,843.7938,0
18.23999,840.1558,0
18.25999,836.5284,0
18.27999,832.9136,0
18.29999,829.3071,0
18.31999,825.7134,0
18.33999,822.1322,0
18.35999,818.5612,0
18.37999,815.0009,0
18.39999,811.4522,0
18.41999,807.9158,0
18.43999,804.3883,0
18.45999,800.8762,0
18.47999,797.3723,0
18.49999,793.8798,0
18.51999,790.3989,0
18.53999,786.9294,0
18.55999,783.4706,0
18.57999,780.0236,0
18.59999,776.5837,0
18.61999,773.158,0
18.63999,769.7452,0
18.65999,766.3423,0
18.67999,762.9493,0
18.69999,759.5699,0
18.71999,756.2021,0
18.73999,752.8442,0
18.75999,749.4983,0
18.77999,746.1623,0
18.79999,742.8383,0
18.81999,739.5226,0
18.83999,736.2192,0
18.85999,732.9261,0
18.87999,729.6457,0
18.89999,726.3752,0
18.91999,723.1168,0
18.93999,719.8693,0
18.95999,716.632,0
18.97999,713.4059,0
18.99999,710.1899,0
19.01999,706.9872,0
19.03999,703.7934,0
19.05999,700.6102,0
19.07999,697.438,0
19.09999,694.2772,0
19.11999,691.1276,0
19.13999,687.9883,0
19.15999,684.8605,0
19.17999,681.744,0
19.19999,678.6388,0
19.21999,675.5428,0
19.23999,672.4586,0
19.25999,669.3834,0
19.27999,666.3229,0
19.29999,663.2711,0
19.31999,660.2309,0
19.33999,657.2005,0
19.35999,654.1801,0
19.37999,651.1736,0
19.39999,648.1764,0
19.41999,645.1892,0
19.43999,642.2146,0
19.45999,639.2494,0
19.47999,636.2949,0
19.49999,633.3504,0
19.51999,630.4166,0
19.53999,627.4949,0
19.55999,624.5833,0
19.57999,621.6826,0
19.59999,618.7922,0
19.61999,615.9146,0
19.63999,613.0449,0
19.65999,610.1865,0
19.67999,607.3387,0
19.69999,604.4998,0
19.71999,601.6717,0
19.73999,598.8564,0
19.75999,596.0501,0
19.77999,593.2548,0
19.79999,590.4686,0
19.81999,587.6934,0
19.83999,584.9294,0
19.85999,582.1772,0
19.87999,579.4338,0
19.89999,576.7,0
19.91999,573.9755,0
19.93999,571.2631,0
19.95999,568.5615,0
19.97999,565.8716,0
19.99999,563.1893,0
20.01999,560.5211,0
20.03999,557.86,0
20.05999,555.2092,0
20.07999,552.5681,0
20.09999,549.9373,0
20.11999,547.3162,0
20.13999,544.7055,0
20.15999,542.1049,0
20.17999,539.5145,0
20.19999,536.9338,0
20.21999,534.3655,0
20.23999,531.8036,0
20.25999,529.2544,0
20.27999,526.7154,0
20.29999,524.1868,0
20.31999,521.6666,0
20.33999,519.1574,0
20.35999,516.6584,0
20.37999,514.168,0
20.39999,511.6885,0
20.41999,509.2175,0
20.43999,506.756,0
20.45999,504.3033,0
20.47999,501.8639,0
20.49999,499.4312,0
20.51999,497.0096,0
20.53999,494.595,0
20.55999,492.1941,0
20.57999,489.7997,0
20.59999,487.4175,0
20.61999,485.0436,0
20.63999,482.6791,0
20.65999,480.3244,0
20.67999,477.9772,0
20.69999,475.6437,0
20.71999,473.3177,0
20.73999,470.9996,0
20.75999,468.693,0
20.77999,466.3936,0
20.79999,464.105,0
20.81999,461.8242,0
20.83999,459.5569,0
20.85999,457.2966,0
20.87999,455.045,0
20.89999,452.8036,0
20.91999,450.5702,0
20.93999,448.3491,0
20.95999,446.1358,0
20.97999,443.9328,0
20.99999,441.7349,0
21.01999,439.5477,0
21.03999,437.3724,0
21.05999,435.2049,0
21.07999,433.0478,0
21.09999,430.8958,0
21.11999,428.7544,0
21.13999,426.6199,0
21.15999,424.496,0
21.17999,422.3826,0
21.19999,420.278,0
21.21999,418.1837,0
21.23999,416.0962,0
21.25999,414.0169,0
21.27999,411.9477,0
21.29999,409.8855,0
21.31999,407.8333,0
21.33999,405.791,0
21.35999,403.7583,0
21.37999,401.7325,0
21.39999,399.7167,0
21.41999,397.7078,0
21.43999,395.7069,0
21.45999,393.7131,0
21.47999,391.7294,0
21.49999,389.7525,0
21.51999,387.7856,0
21.53999,385.8281,0
21.55999,383.8776,0
21.57999,381.9371,0
21.59999,380.008,0
21.61999,378.0831,0
21.63999,376.1658,0
21.65999,374.2585,0
21.67999,372.3575,0
21.69999,370.4685,0
21.71999,368.5865,0
21.73999,366.7114,0
21.75999,364.8482,0
21.77999,362.9911,0
21.79999,361.1394,0
21.81999,359.2969,0
21.83999,357.4638,0
21.85999,355.6399,0
21.87999,353.8222,0
21.89999,352.0145,0
21.91999,350.2151,0
21.93999,348.4204,0
21.95999,346.6348,0
21.97999,344.8557,0
21.99999,343.0865,0
22.01999,341.3237,0
22.03999,339.5723,0
22.05999,337.825,0
22.07999,336.0868,0
22.09999,334.3578,0
22.11999,332.635,0
22.13999,330.9211,0
22.15999,329.2137,0
22.17999,327.5128,0
22.19999,325.8186,0
22.21999,324.1357,0
22.23999,322.459,0
22.25999,320.7891,0
22.27999,319.1255,0
22.29999,317.4706,0
22.31999,315.8249,0
22.33999,314.1844,0
22.35999,312.5516,0
22.37999,310.9269,0
22.39999,309.3086,0
22.41999,307.6987,0
22.43999,306.0951,0
22.45999,304.5001,0
22.47999,302.914,0
22.49999,301.3332,0
22.51999,299.7589,0
22.53999,298.1939,0
22.55999,296.6367,0
22.57999,295.0831,0
22.59999,293.5382,0
22.61999,292.0022,0
22.63999,290.4721,0
22.65999,288.9478,0
22.67999,287.4299,0
22.69999,285.9183,0
22.71999,284.4149,0
22.73999,282.9176,0
22.75999,281.4284,0
22.77999,279.9473,0
22.79999,278.4722,0
22.81999,277.0033,0
22.83999,275.5427,0
22.85999,274.09,0
22.87999,272.6454,0
22.89999,271.2047,0
22.91999,269.7697,0
22.93999,268.3409,0
22.95999,266.9203,0
22.97999,265.5078,0
22.99999,264.0982,0
23.01999,262.6973,0
23.03999,261.3043,0
23.05999,259.9169,0
23.07999,258.5377,0
23.09999,257.1613,0
23.11999,255.7936,0
23.13999,254.4269,0
23.15999,253.0737,0
23.17999,251.7246,0
23.19999,250.3819,0
23.21999,249.0445,0
23.23999,247.713,0
23.25999,246.3896,0
23.27999,245.0731,0
23.29999,243.7602,0
23.31999,242.458,0
23.33999,241.1561,0
23.35999,239.865,0
23.37999,238.5762,0
23.39999,237.2988,0
23.41999,236.0237,0
23.43999,234.7569,0
23.45999,233.4929,0
23.47999,232.2392,0
23.49999,230.9898,0
23.51999,229.7465,0
23.53999,228.5103,0
23.55999,227.2777,0
23.57999,226.0525,0
23.59999,224.8329,0
23.61999,223.6205,0
23.63999,222.4117,0
