Time,Fx,Lambda
3.899999,3238.756,0
3.919999,3238.268,0
3.939999,3237.773,0
3.959999,3237.27,0
3.979999,3236.76,0
3.999999,3236.242,0
4.019999,3235.716,0
4.039999,3235.183,0
4.059999,3234.642,0
4.079998,3234.092,0
4.099998,3233.535,0
4.119998,3232.97,0
4.139998,3232.397,0
4.159998,3231.815,0
4.179998,3231.225,0
4.199998,3230.627,0
4.219998,3230.021,0
4.239998,3229.405,0
4.259998,3228.781,0
4.279998,3228.149,0
4.299998,3227.508,0
4.319998,3226.858,0
4.339998,3226.199,0
4.359998,3225.532,0
4.379999,3224.855,0
4.399999,3224.169,0
4.419999,3223.474,0
4.439999,3222.77,0
4.459999,3222.056,0
4.479999,3221.333,0
4.499999,3220.601,0
4.519999,3219.859,0
4.539999,3219.107,0
4.559999,3218.345,0
4.579998,3217.574,0
4.599998,3216.793,0
4.619998,3216.002,0
4.639998,3215.201,0
4.659998,3214.39,0
4.679998,3213.569,0
4.699998,3212.737,0
4.719998,3211.895,0
4.739998,3211.043,0
4.759998,3210.18,0
4.779998,3209.307,0
4.799998,3208.422,0
4.819998,3207.528,0
4.839998,3206.622,0
4.859998,3205.706,0
4.879998,3204.778,0
4.899998,3203.84,0
4.919998,3202.89,0
4.939998,3201.929,0
4.959998,3200.957,0
4.979998,3199.974,0
4.999998,3198.979,0
5.019998,3197.972,0
5.039998,3196.955,0
5.059998,3195.925,0
5.079998,3194.884,0
5.099998,3193.83,0
5.119998,3192.765,0
5.139998,3191.688,0
5.159998,3190.599,0
5.179998,3189.498,0
5.199998,3188.385,0
5.219998,3187.259,0
5.239998,3186.121,0
5.259998,3184.97,0
5.279998,3183.807,0
5.299998,3182.631,0
5.319998,3181.443,0
5.339998,3180.241,0
5.359998,3179.027,0
5.379998,3177.801,0
5.399998,3176.561,0
5.419998,3175.308,0
5.439998,3174.042,0
5.459998,3172.762,0
5.479998,3171.47,0
5.499998,3170.164,0
5.519998,3168.844,0
5.539998,3167.511,0
5.559998,3166.164,0
5.579998,3164.804,0
5.599998,3163.43,0
5.619998,3162.042,0
5.639998,3160.64,0
5.659998,3159.224,0
5.679998,3157.794,0
5.699998,3156.35,0
5.719998,3154.892,0
5.739998,3153.419,0
5.759998,3151.932,0
5.779998,3150.431,0
5.799998,3148.915,0
5.819998,3147.385,0
5.839998,3145.839,0
5.859998,3144.28,0
5.879998,3142.705,0
5.899998,3141.115,0
5.919998,3139.511,0
5.939998,3137.892,0
5.959998,3136.257,0
5.979998,3134.607,0
5.999998,3132.942,0
6.019998,3131.262,0
6.039998,3129.566,0
6.059998,3127.855,0
6.079998,3126.128,0
6.099998,3124.386,0
6.119998,3122.628,0
6.139998,3120.854,0
6.159998,3119.065,0
6.179998,3117.26,0
6.199998,3115.439,0
6.219998,3113.601,0
6.239998,3111.748,0
6.259998,3109.879,0
6.279998,3107.993,0
6.299998,3106.092,0
6.319998,3104.173,0
6.339998,3102.239,0
6.359998,3100.288,0
6.379998,3098.32,0
6.399998,3096.336,0
6.419998,3094.335,0
6.439998,3092.318,0
6.459998,3090.284,0
6.479998,3088.233,0
6.499998,3086.165,0
6.519998,3084.08,0
6.539998,3081.978,0
6.559998,3079.859,0
6.579998,3077.723,0
6.599998,3075.57,0
6.619998,3073.399,0
6.639997,3071.211,0
6.659997,3069.006,0
6.679997,3066.784,0
6.699997,3064.544,0
6.719997,3062.286,0
6.739997,3060.011,0
6.759997,3057.719,0
6.779998,3055.408,0
6.799998,3053.08,0
6.819998,3050.734,0
6.839998,3048.37,0
6.859998,3045.989,0
6.879998,3043.589,0
6.899998,3041.172,0
6.919998,3038.736,0
6.939998,3036.282,0
6.959998,3033.811,0
6.979998,3031.321,0
6.999998,3028.813,0
7.019998,3026.287,0
7.039998,3023.742,0
7.059998,3021.179,0
7.079998,3018.598,0
7.099998,3015.998,0
7.119998,3013.38,0
7.139997,3010.743,0
7.159997,3008.088,0
7.179997,3005.414,0
7.199997,3002.721,0
7.219997,3000.01,0
7.239997,2997.28,0
7.259997,2994.532,0
7.279997,2991.764,0
7.299997,2988.979,0
7.319997,2986.174,0
7.339997,2983.35,0
7.359997,2980.507,0
7.379997,2977.646,0
7.399997,2974.765,0
7.419997,2971.866,0
7.439997,2968.947,0
7.459997,2966.01,0
7.479997,2963.053,0
7.499997,2960.077,0
7.519997,2957.083,0
7.539997,2954.069,0
7.559998,2951.036,0
7.579998,2947.984,0
7.599998,2944.912,0
7.619998,2941.822,0
7.639997,2938.712,0
7.659997,2935.583,0
7.679997,2932.435,0
7.699997,2929.267,0
7.719997,2926.08,0
7.739997,2922.874,0
7.759997,2919.649,0
7.779997,2916.404,0
7.799997,2913.14,0
7.819997,2909.857,0
7.839997,2906.554,0
7.859997,2903.232,0
7.879997,2899.89,0
7.899997,2896.529,0
7.919997,2893.149,0
7.939997,2889.749,0
7.959997,2886.33,0
7.979997,2882.892,0
7.999997,2879.434,0
8.019998,2875.957,0
8.039997,2872.46,0
8.059998,2868.945,0
8.079997,2865.409,0
8.099998,2861.855,0
8.119997,2858.281,0
8.139997,2854.688,0
8.159997,2851.075,0
8.179997,2847.443,0
8.199997,2843.791,0
8.219997,2840.121,0
8.239997,2836.431,0
8.259997,2832.722,0
8.279997,2828.993,0
8.299997,2825.245,0
8.319997,2821.478,0
8.339997,2817.692,0
8.359997,2813.887,0
8.379997,2810.062,0
8.399997,2806.219,0
8.419997,2802.356,0
8.439997,2798.474,0
8.459997,2794.573,0
8.479997,2790.652,0
8.499997,2786.713,0
8.519997,2782.755,0
8.539997,2778.778,0
8.559997,2774.782,0
8.579997,2770.767,0
8.599997,2766.733,0
8.619997,2762.68,0
8.639997,2758.609,0
8.659997,2754.519,0
8.679996,2750.41,0
8.699997,2746.282,0
8.719996,2742.135,0
8.739997,2737.971,0
8.759997,2733.787,0
8.779997,2729.585,0
8.799997,2725.365,0
8.819997,2721.126,0
8.839997,2716.869,0
8.859997,2712.593,0
8.879997,2708.299,0
8.899997,2703.987,0
8.919997,2699.656,0
8.939997,2695.308,0
8.959997,2690.941,0
8.979997,2686.557,0
8.999997,2682.154,0
9.019997,2677.733,0
9.039997,2673.295,0
9.059997,2668.839,0
9.079997,2664.365,0
9.099997,2659.874,0
9.119997,2655.364,0
9.139997,2650.838,0
9.159997,2646.293,0
9.179996,2641.731,0
9.199997,2637.153,0
9.219996,2632.556,0
9.239997,2627.943,0
9.259996,2623.312,0
9.279997,2618.665,0
9.299996,2614,0
9.319997,2609.318,0
9.339996,2604.619,0
9.359997,2599.904,0
9.379996,2595.172,0
9.399997,2590.424,0
9.419996,2585.659,0
9.439997,2580.877,0
9.459996,2576.079,0
9.479997,2571.265,0
9.499996,2566.435,0
9.519997,2561.588,0
9.539996,2556.725,0
9.559997,2551.847,0
9.579997,2546.952,0
9.599997,2542.042,0
9.619997,2537.116,0
9.639997,2532.175,0
9.659997,2527.218,0
9.679996,2522.245,0
9.699997,2517.258,0
9.719996,2512.255,0
9.739997,2507.237,0
9.759996,2502.204,0
9.779997,2497.156,0
9.799996,2492.093,0
9.819997,2487.015,0
9.839996,2481.923,0
9.859997,2476.816,0
9.879996,2471.695,0
9.899997,2466.559,0
9.919996,2461.41,0
9.939997,2456.246,0
9.959996,2451.067,0
9.979997,2445.876,0
9.999996,2440.67,0
10.02,2435.45,0
10.04,2430.218,0
10.06,2424.971,0
10.08,2419.712,0
10.1,2414.438,0
10.12,2409.152,0
10.14,2403.853,0
10.16,2398.541,0
10.18,2393.216,0
10.2,2387.879,0
10.22,2382.529,0
10.24,2377.166,0
10.26,2371.791,0
10.28,2366.404,0
10.3,2361.005,0
10.32,2355.594,0
10.34,2350.171,0
10.36,2344.737,0
10.38,2339.29,0
10.4,2333.833,0
10.42,2328.364,0
10.44,2322.884,0
10.46,2317.392,0
10.48,2311.89,0
10.5,2306.377,0
10.52,2300.853,0
10.54,2295.319,0
10.56,2289.774,0
10.58,2284.219,0
10.6,2278.653,0
10.62,2273.078,0
10.64,2267.492,0
10.66,2261.897,0
10.68,2256.292,0
10.7,2250.678,0
10.72,2245.055,0
10.74,2239.421,0
10.76,2233.779,0
10.78,2228.128,0
10.8,2222.468,0
10.82,2216.799,0
10.84,2211.121,0
10.86,2205.436,0
10.88,2199.741,0
10.9,2194.039,0
10.92,2188.329,0
10.94,2182.61,0
10.96,2176.884,0
10.98,2171.151,0
11,2165.41,0
11.02,2159.661,0
11.04,2153.905,0
11.06,2148.142,0
11.08,2142.373,0
11.1,2136.596,0
11.12,2130.813,0
11.14,2125.023,0
11.16,2119.227,0
11.18,2113.425,0
11.2,2107.616,0
11.22,2101.802,0
11.24,2095.982,0
11.26,2090.156,0
11.28,2084.324,0
11.3,2078.488,0
11.32,2072.646,0
11.34,2066.799,0
11.36,2060.947,0
11.38,2055.09,0
11.4,2049.229,0
11.42,2043.362,0
11.44,2037.492,0
11.46,2031.618,0
11.48,2025.739,0
11.5,2019.857,0
11.52,2013.97,0
11.54,2008.081,0
11.56,2002.187,0
11.58,1996.29,0
11.6,1990.391,0
11.62,1984.488,0
11.64,1978.582,0
11.66,1972.673,0
11.68,1966.761,0
11.7,1960.848,0
11.72,1954.932,0
11.74,1949.013,0
11.76,1943.093,0
11.78,1937.17,0
11.8,1931.246,0
11.82,1925.32,0
11.84,1919.393,0
11.86,1913.465,0
11.88,1907.535,0
11.9,1901.604,0
11.92,1895.672,0
11.94,1889.74,0
11.96,1883.806,0
11.98,1877.872,0
12,1871.938,0
12.02,1866.004,0
12.04,1860.07,0
12.06,1854.136,0
12.08,1848.202,0
12.1,1842.268,0
12.12,1836.335,0
12.14,1830.402,0
12.16,1824.471,0
12.18,1818.54,0
12.2,1812.61,0
12.22,1806.681,0
12.24,1800.754,0
12.26,1794.828,0
12.28,1788.903,0
12.3,1782.981,0
12.32,1777.06,0
12.34,1771.141,0
12.36,1765.225,0
12.38,1759.31,0
12.4,1753.399,0
12.42,1747.489,0
12.44,1741.582,0
12.46,1735.678,0
12.48,1729.777,0
12.5,1723.879,0
12.52,1717.984,0
12.54,1712.094,0
12.56,1706.205,0
12.58,1700.321,0
12.6,1694.44,0
12.62,1688.563,0
12.64,1682.69,0
12.66,1676.822,0
12.68,1670.957,0
12.7,1665.097,0
12.72,1659.241,0
12.74,1653.39,0
12.76,1647.544,0
12.78,1641.702,0
12.8,1635.865,0
12.82,1630.034,0
12.84,1624.207,0
12.86,1618.386,0
12.88,1612.571,0
12.9,1606.761,0
12.92,1600.957,0
12.94,1595.158,0
12.96,1589.365,0
12.98,1583.578,0
13,1577.798,0
13.02,1572.024,0
13.04,1566.257,0
13.06,1560.495,0
13.08,1554.74,0
13.1,1548.992,0
13.12,1543.251,0
13.14,1537.517,0
13.16,1531.79,0
13.18,1526.071,0
13.2,1520.358,0
13.22,1514.652,0
13.24,1508.955,0
13.26,1503.264,0
13.27999,1497.582,0
13.3,1491.907,0
13.31999,1486.24,0
13.34,1480.581,0
13.35999,1474.93,0
13.38,1469.288,0
13.39999,1463.654,0
13.42,1458.028,0
13.43999,1452.41,0
13.46,1446.802,0
13.47999,1441.202,0
13.5,1435.611,0
13.51999,1430.029,0
13.54,1424.456,0
13.56,1418.892,0
13.58,1413.337,0
13.6,1407.791,0
13.62,1402.255,0
13.64,1396.728,0
13.66,1391.211,0
13.68,1385.703,0
13.7,1380.205,0
13.72,1374.718,0
13.74,1369.239,0
13.76,1363.771,0
13.77999,1358.313,0
13.8,1352.865,0
13.81999,1347.427,0
13.84,1341.999,0
13.85999,1336.583,0
13.88,1331.176,0
13.89999,1325.78,0
13.92,1320.394,0
13.93999,1315.02,0
13.96,1309.656,0
13.97999,1304.303,0
14,1298.962,0
14.01999,1293.631,0
14.04,1288.311,0
14.05999,1283.002,0
14.08,1277.705,0
14.09999,1272.419,0
14.12,1267.144,0
14.13999,1261.881,0
14.16,1256.629,0
14.17999,1251.389,0
14.2,1246.16,0
14.21999,1240.943,0
14.24,1235.738,0
14.25999,1230.545,0
14.27999,1225.364,0
14.29999,1220.194,0
14.31999,1215.037,0
14.34,1209.892,0
14.35999,1204.759,0
14.38,1199.638,0
14.39999,1194.53,0
14.42,1189.434,0
14.43999,1184.35,0
14.46,1179.279,0
14.47999,1174.22,0
14.5,1169.174,0
14.51999,1164.14,0
14.54,1159.119,0
14.55999,1154.11,0
14.58,1149.115,0
14.59999,1144.133,0
14.62,1139.162,0
14.63999,1134.206,0
14.66,1129.262,0
14.67999,1124.331,0
14.7,1119.413,0
14.71999,1114.508,0
14.74,1109.616,0
14.75999,1104.737,0
14.77999,1099.872,0
14.79999,1095.02,0
14.81999,1090.18,0
14.83999,1085.355,0
14.85999,1080.543,0
14.87999,1075.744,0
14.89999,1070.959,0
14.91999,1066.187,0
14.93999,1061.429,0
14.95999,1056.684,0
14.97999,1051.952,0
14.99999,1047.235,0
15.01999,1042.531,0
15.03999,1037.841,0
15.05999,1033.165,0
15.07999,1028.502,0
15.09999,1023.853,0
15.12,1019.217,0
15.13999,1014.597,0
15.16,1009.99,0
15.17999,1005.397,0
15.2,1000.817,0
15.21999,996.2516,0
15.24,991.7,0
15.25999,987.1622,0
15.27999,982.6389,0
15.29999,978.1292,0
15.31999,973.6336,0
15.33999,969.1522,0
15.35999,964.6848,0
15.37999,960.2318,0
15.39999,955.7927,0
15.41999,951.3675,0
15.43999,946.957,0
15.45999,942.5601,0
15.47999,938.1776,0
15.49999,933.8097,0
15.51999,929.4557,0
15.53999,925.1163,0
15.55999,920.791,0
15.57999,916.4794,0
15.59999,912.1823,0
15.61999,907.9004,0
15.63999,903.6316,0
15.65999,899.3776,0
15.67999,895.1376,0
15.69999,890.9128,0
15.71999,886.7011,0
15.73999,882.5043,0
15.75999,878.3221,0
15.77999,874.1542,0
15.79999,870.0005,0
15.81999,865.8604,0
15.83999,861.7361,0
15.85999,857.6257,0
15.87999,853.529,0
15.89999,849.4477,0
15.91999,845.3805,0
15.93999,841.3268,0
15.95999,837.2885,0
15.97999,833.2639,0
15.99999,829.2542,0
16.01999,825.2584,0
16.04,821.2769,0
16.05999,817.3099,0
16.07999,813.3577,0
16.09999,809.4198,0
16.12,805.4963,0
16.13999,801.5872,0
16.15999,797.6915,0
16.17999,793.8106,0
16.2,789.9445,0
16.21999,786.0926,0
16.23999,782.2545,0
16.25999,778.4318,0
16.27999,774.6223,0
16.29999,770.8275,0
16.31999,767.0469,0
16.33999,763.2804,0
16.35999,759.5281,0
16.37999,755.7902,0
16.39999,752.0665,0
16.41999,748.3574,0
16.43999,744.6625,0
16.45999,740.9817,0
16.47999,737.3148,0
16.49999,733.6624,0
16.51999,730.0243,0
16.53999,726.4001,0
16.55999,722.7893,0
16.57999,719.193,0
16.59999,715.6109,0
16.61999,712.0431,0
16.63999,708.4895,0
16.65999,704.95,0
16.67999,701.4248,0
16.69999,697.9128,0
16.71999,694.4149,0
16.73999,690.9315,0
16.75999,687.4616,0
16.77999,684.0057,0
16.79999,680.5632,0
16.81999,677.1357,0
16.83999,673.722,0
16.85999,670.3217,0
16.87999,666.9357,0
16.89999,663.5627,0
16.91999,660.2037,0
16.93999,656.8592,0
16.95999,653.5277,0
16.97999,650.2104,0
16.99999,646.9069,0
17.01999,643.6168,0
17.03999,640.3394,0
17.05999,637.0767,0
17.07999,633.8277,0
17.09999,630.5921,0
17.11999,627.3695,0
17.13999,624.1611,0
17.15999,620.9665,0
17.17999,617.7842,0
17.19999,614.6162,0
17.21999,611.4615,0
17.23999,608.3206,0
17.25999,605.1921,0
17.27999,602.0778,0
17.29999,598.976,0
17.31999,595.8881,0
17.33999,592.8129,0
17.35999,589.752,0
17.37999,586.7038,0
17.39999,583.6683,0
17.41999,580.6465,0
17.43999,577.6369,0
17.45999,574.6414,0
17.47999,571.6592,0
17.49999,568.689,0
17.51999,565.7328,0
17.53999,562.7889,0
17.55999,559.858,0
17.57999,556.9405,0
17.59999,554.0355,0
17.61999,551.1429,0
17.63999,548.2635,0
17.65999,545.397,0
17.67999,542.5428,0
17.69999,539.7024,0
17.71999,536.8732,0
17.73999,534.0574,0
17.75999,531.2543,0
17.77999,528.4628,0
17.79999,525.6847,0
17.81999,522.9191,0
17.83999,520.1655,0
17.85999,517.4243,0
17.87999,514.696,0
17.89999,511.9794,0
17.91999,509.2758,0
17.93999,506.5839,0
17.95999,503.9052,0
17.97999,501.2382,0
17.99999,498.5838,0
18.01999,495.9411,0
18.03999,493.311,0
18.05999,490.6922,0
18.07999,488.0866,0
18.09999,485.4923,0
18.11999,482.9107,0
18.13999,480.3403,0
18.15999,477.782,0
18.17999,475.2344,0
18.19999,472.7002,0
18.21999,470.1774,0
18.23999,467.6662,0
18.25999,465.1664,0
18.27999,462.6789,0
18.29999,460.202,0
18.31999,457.7374,0
18.33999,455.2845,0
18.35999,452.8438,0
18.37999,450.4141,0
18.39999,447.9954,0
18.41999,445.5883,0
18.43999,443.193,0
18.45999,440.8085,0
18.47999,438.4353,0
18.49999,436.0744,0
18.51999,433.7247,0
18.53999,431.3846,0
18.55999,429.0573,0
18.57999,426.7403,0
18.59999,424.4352,0
18.61999,422.1405,0
18.63999,419.8572,0
18.65999,417.5843,0
18.67999,415.3222,0
18.69999,413.0705,0
18.71999,410.8301,0
18.73999,408.6006,0
18.75999,406.3822,0
18.77999,404.174,0
18.79999,401.977,0
18.81999,399.7908,0
18.83999,397.6162,0
18.85999,395.452,0
18.87999,393.2976,0
18.89999,391.1537,0
18.91999,389.0214,0
18.93999,386.8985,0
18.95999,384.7867,0
18.97999,382.6848,0
18.99999,380.5939,0
19.01999,378.5124,0
19.03999,376.4412,0
19.05999,374.3809,0
19.07999,372.3303,0
19.09999,370.2899,0
19.11999,368.2589,0
19.13999,366.2393,0
19.15999,364.2297,0
19.17999,362.2299,0
19.19999,360.2396,0
19.21999,358.2598,0
19.23999,356.2897,0
19.25999,354.3299,0
19.27999,352.3785,0
19.29999,350.4368,0
19.31999,348.5056,0
19.33999,346.5842,0
19.35999,344.6726,0
19.37999,342.7701,0
19.39999,340.8772,0
19.41999,338.9942,0
19.43999,337.1204,0
19.45999,335.2571,0
19.47999,333.4016,0
19.49999,331.5573,0
19.51999,329.7208,0
19.53999,327.8936,0
19.55999,326.0762,0
19.57999,324.2681,0
19.59999,322.4684,0
19.61999,320.6782,0
19.63999,318.8977,0
19.65999,317.1266,0
19.67999,315.3642,0
19.69999,313.6102,0
19.71999,311.8655,0
19.73999,310.1295,0
19.75999,308.4029,0
19.77999,306.6848,0
19.79999,304.9754,0
19.81999,303.2754,0
19.83999,301.5847,0
19.85999,299.9013,0
19.87999,298.2266,0
19.89999,296.5612,0
19.91999,294.9048,0
19.93999,293.2562,0
19.95999,291.6163,0
19.97999,289.9846,0
19.99999,288.3617,0
20.01999,286.7467,0
20.03999,285.1404,0
20.05999,283.5424,0
20.07999,281.953,0
20.09999,280.3717,0
20.11999,278.7993,0
20.13999,277.2343,0
20.15999,275.6774,0
20.17999,274.1287,0
20.19999,272.5888,0
20.21999,271.057,0
20.23999,269.5327,0
20.25999,268.0159,0
20.27999,266.5078,0
20.29999,265.0066,0
20.31999,263.5135,0
20.33999,262.0288,0
20.35999,260.5513,0
20.37999,259.0824,0
20.39999,257.6206,0
20.41999,256.1672,0
20.43999,254.7222,0
20.45999,253.284,0
20.47999,251.8531,0
20.49999,250.4299,0
20.51999,249.0142,0
20.53999,247.6069,0
20.55999,246.2064,0
20.57999,244.8135,0
20.59999,243.4274,0
20.61999,242.0488,0
20.63999,240.6787,0
20.65999,239.3147,0
20.67999,237.9589,0
20.69999,236.6096,0
20.71999,235.2676,0
20.73999,233.9328,0
20.75999,232.6047,0
20.77999,231.2851,0
20.79999,229.9717,0
20.81999,228.6653,0
20.83999,227.3657,0
20.85999,226.0737,0
20.87999,224.7889,0
20.89999,223.5104,0
20.91999,222.2386,0
20.93999,220.9732,0
20.95999,219.7147,0
20.97999,218.4632,0
20.99999,217.218,0
21.01999,215.9799,0
21.03999,214.748,0
21.05999,213.5231,0
21.07999,212.3052,0
21.09999,211.0935,0
21.11999,209.889,0
21.13999,208.6908,0
21.15999,207.4997,0
21.17999,206.3141,0
21.19999,205.1354,0
21.21999,203.9624,0
21.23999,202.7974,0
21.25999,201.6371,0
21.27999,200.4839,0
21.29999,199.337,0
21.31999,198.1957,0
21.33999,197.0616,0
21.35999,195.9324,0
21.37999,194.8104,0
21.39999,193.6938,0
21.41999,192.5838,0
21.43999,191.4793,0
21.45999,190.3819,0
21.47999,189.2895,0
21.49999,188.2044,0
21.51999,187.1239,0
21.53999,186.0492,0
21.55999,184.9818,0
21.57999,183.92,0
21.59999,182.8631,0
21.61999,181.8119,0
21.63999,180.767,0
21.65999,179.728,0
21.67999,178.6947,0
21.69999,177.6662,0
21.71999,176.6435,0
21.73999,175.6267,0
21.75999,174.6153,0
21.77999,173.6092,0
21.79999,172.61,0
21.81999,171.616,0
21.83999,170.6277,0
21.85999,169.6435,0
21.87999,168.6652,0
21.89999,167.6919,0
21.91999,166.7243,0
21.93999,165.7617,0
21.95999,164.8056,0
21.97999,163.8547,0
21.99999,162.9086,0
22.01999,161.9684,0
22.03999,161.033,0
22.05999,160.1022,0
22.07999,159.1777,0
22.09999,158.2569,0
22.11999,157.3418,0
22.13999,156.4317,0
22.15999,155.5283,0
22.17999,154.6283,0
22.19999,153.7334,0
22.21999,152.8437,0
22.23999,151.9589,0
22.25999,151.08,0
22.27999,150.2045,0
22.29999,149.3351,0
22.31999,148.4697,0
22.33999,147.6104,0
22.35999,146.7554,0
22.37999,145.9038,0
22.39999,145.0583,0
22.41999,144.2161,0
22.43999,143.3807,0
22.45999,142.5488,0
22.47999,141.7214,0
22.49999,140.899,0
22.51999,140.0809,0
22.53999,139.2673,0
22.55999,138.458,0
22.57999,137.6544,0
22.59999,136.8546,0
22.61999,136.0591,0
22.63999,135.2678,0
22.65999,134.4818,0
22.67999,133.7003,0
22.69999,132.923,0
22.71999,132.1503,0
22.73999,131.381,0
22.75999,130.6167,0
22.77999,129.8564,0
22.79999,129.0996,0
22.81999,128.3478,0
22.83999,127.5997,0
22.85999,126.8561,0
22.87999,126.1169,0
22.89999,125.3821,0
22.91999,124.6509,0
22.93999,123.924,0
22.95999,123.2016,0
22.97999,122.4836,0
22.99999,121.7694,0
23.01999,121.0594,0
23.03999,120.3539,0
23.05999,119.6513,0
23.07999,118.9524,0
23.09999,118.2578,0
23.11999,117.5679,0
23.13999,116.8822,0
23.15999,116.1995,0
23.17999,115.5204,0
23.19999,114.8458,0
23.21999,114.1755,0
23.23999,113.5083,0
23.25999,112.8448,0
23.27999,112.1856,0
23.29999,111.5301,0
23.31999,110.8777,0
23.33999,110.2303,0
23.35999,109.5851,0
23.37999,108.9451,0
23.39999,108.3075,0
23.41999,107.6734,0
23.43999,107.0431,0
23.45999,106.4172,0
23.47999,105.7933,0
23.49999,105.1742,0
23.51999,104.5579,0
23.53999,103.9452,0
23.55999,103.3363,0
23.57999,102.7312,0
23.59999,102.1289,0
23.61999,101.5311,0
23.63999,100.9355,0
23.65999,100.3436,0
